sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,reason_short,audit_notes
196843,Herbs Of Gold Vit B2 200Mg 60,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$14.71; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
88117,Bubble Night Sleep Mask 50Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$14.25; risk_reward=1.22; sku_bias=NO_COMPARABLE_EVENTS
424099,Bisolvon Forte Tab 100 S2,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$14.22; risk_reward=0.99; sku_bias=NO_COMPARABLE_EVENTS
74788,C/Counc Stapelton Choc,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$13.85; risk_reward=0.97; sku_bias=NO_COMPARABLE_EVENTS
31556,Sukin P/Age Rejuv Dy Cr 120Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=46; capital_risk=$12.81; risk_reward=0.92; sku_bias=NO_COMPARABLE_EVENTS
196145,Vicks Vapo Drops Dry C/C24 Loz,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$12.26; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
88735,Codral Cold & Flu 16Tabs,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=26; capital_risk=$11.08; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
44398,List M/W F/Burst 1L+500Ml Bp,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_falling_base_launch_total_conflict.,review=policy_falling_base_launch_total_conflict; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=36; capital_risk=$9.97; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
265675,Otrivin Jun/Metr/Dse/Sp10Ml S2,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$9.18; risk_reward=0.90; sku_bias=NO_COMPARABLE_EVENTS
95495,Rexona Wmn Deo Frsh Ctrs 230Ml,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$5.61; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
15792,Npmu Setting Spray Matte,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Policy review override: policy_stock_gap_high.,review=policy_stock_gap_high; blocker=policy_stock_gap_high; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$5.32; risk_reward=1.11; sku_bias=NO_COMPARABLE_EVENTS
21552,1000Hr Instant Brows Blk/Brn,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; demand=NO_DEMAND; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$3.76; risk_reward=1.18; sku_bias=NO_COMPARABLE_EVENTS
20924,Pl Tissues Pocket 6Pk,REVIEW,HOLD_STOCK_FLOOR_SAFE,REVIEW,0,4,2,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_LOW; raw_units=2; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$2.81; risk_reward=1.11; sku_bias=NO_COMPARABLE_EVENTS
43876,Clairol Rtu Powder Dark Brown,REVIEW,LOW_SOH_NO_AUTO_BUY,REVIEW,0,1,2,Forecast requires manager review.,review=Forecast requires manager review; demand=NEVER_SOLD_IN_PROMO; availability=BELOW_2_UNIT_FLOOR_RISK; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$0.00; risk_reward=0.00; sku_bias=NO_COMPARABLE_EVENTS
89304,Ralph Lauren Polo Red Edt 75Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=35; capital_risk=$112.88; risk_reward=0.64; sku_bias=NO_COMPARABLE_EVENTS
94466,Kylie Cosmic Edp 100Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=23; capital_risk=$95.75; risk_reward=0.65; sku_bias=NO_COMPARABLE_EVENTS
199567,Lancome Lve Iris Abs Parfum 50,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$76.91; risk_reward=1.21; sku_bias=NO_COMPARABLE_EVENTS
20488,Estee Pleasures Edp 50M,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=32; capital_risk=$71.88; risk_reward=0.61; sku_bias=NO_COMPARABLE_EVENTS
192421,Ck Euphoria For W Edt 100Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$66.95; risk_reward=1.04; sku_bias=NO_COMPARABLE_EVENTS
90390,Marc Jacobs Daisy Glow Esf T75,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$65.89; risk_reward=1.18; sku_bias=NO_COMPARABLE_EVENTS
90391,Marc Jacobs Daisy Glow Lve T50,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$61.14; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
94930,T/H Tommy Girl Forever T100,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$55.00; risk_reward=0.87; sku_bias=NO_COMPARABLE_EVENTS
185220,B.E Eilish Edp 30Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$43.41; risk_reward=1.12; sku_bias=NO_COMPARABLE_EVENTS
94669,Jojoba Neck Lifting Con 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$36.79; risk_reward=1.22; sku_bias=NO_COMPARABLE_EVENTS
44199,Jojoba Ultimate Day Cream 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$31.43; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
31821,Jojoba Ultimate Night Crm 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$31.16; risk_reward=1.20; sku_bias=NO_COMPARABLE_EVENTS
24361,Jojoba Pigmentation Oil 30Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=39; capital_risk=$30.55; risk_reward=0.82; sku_bias=NO_COMPARABLE_EVENTS
96282,Nat/Own Conc Omega Mini 250Cap,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$29.59; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
90790,Jojoba Neck Lifting Con 30Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$29.03; risk_reward=1.19; sku_bias=NO_COMPARABLE_EVENTS
192194,Jojoba Vit C Glow Potion,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$26.67; risk_reward=1.19; sku_bias=NO_COMPARABLE_EVENTS
88081,Bwy Hydrating Milk Serum 80Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$25.47; risk_reward=1.02; sku_bias=NO_COMPARABLE_EVENTS
24554,Jojoba Bead Facial Clnsr 125Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=33; capital_risk=$24.00; risk_reward=0.75; sku_bias=NO_COMPARABLE_EVENTS
188802,Jojoba Gel Mask 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=34; capital_risk=$23.60; risk_reward=0.76; sku_bias=NO_COMPARABLE_EVENTS
188810,Avene Hyalyron Nt Crm 40Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$23.59; risk_reward=1.47; sku_bias=NO_COMPARABLE_EVENTS
298131,Harmony Menopause 120 Tab,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$23.08; risk_reward=1.14; sku_bias=NO_COMPARABLE_EVENTS
87651,Illuminating Jojoba 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$22.35; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
94249,Jojoba Bean Exfoliant 80G,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$21.81; risk_reward=0.97; sku_bias=NO_COMPARABLE_EVENTS
7512,Nat/Own Lysine 1000Mg 100 Tab,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_falling_base_launch_total_conflict.,review=policy_falling_base_launch_total_conflict; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$20.24; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
24358,Jojoba Ult Youth Potion 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$20.15; risk_reward=1.19; sku_bias=NO_COMPARABLE_EVENTS
188803,Jojoba Multi-Bio Cream 50Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$19.88; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
45536,Jojoba Firming Eye Balm 15Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$19.13; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
90042,Bubble F/S Oil Cleanser 120Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$19.05; risk_reward=0.88; sku_bias=NO_COMPARABLE_EVENTS
11833,Avene Gentle Toner 200Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=43; capital_risk=$19.03; risk_reward=0.88; sku_bias=NO_COMPARABLE_EVENTS
50382,Cetaphil Ult Gentle Bdy Wsh 1L,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$17.61; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
188811,Avene Hydrance Boost Srm 30Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=70; capital_risk=$17.55; risk_reward=1.65; sku_bias=NO_COMPARABLE_EVENTS
185051,C/Counc Bondi Rubber Tort,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$17.44; risk_reward=0.99; sku_bias=NO_COMPARABLE_EVENTS
747831,Bisolvon Dry 200Ml S2,REVIEW,REDUCE_HOLDING,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=1; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$17.43; risk_reward=0.46; sku_bias=NO_COMPARABLE_EVENTS
93850,Sundae Garden Party Bmist 90Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Governed discount conflicts with price-derived discount.,review=Governed discount conflicts with price-derived discount; demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$17.09; risk_reward=0.97; sku_bias=NO_COMPARABLE_EVENTS
90044,Bubble M/M Micellar Milk 120Ml,REVIEW,NO_DEMAND,REVIEW,0,1,1,Policy review override: policy_sparse_history_multi_driver.,review=policy_sparse_history_multi_driver; blocker=policy_sparse_history_multi_driver; demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=1; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$16.90; risk_reward=0.86; sku_bias=NO_COMPARABLE_EVENTS
