sku_number,sku_description,priority_band,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,reason_short,audit_notes
67697,Rim Lst Fin L/L Pnk Enchnt,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$6.19; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
195141,Skin Phys Vitc Bright Srm 30Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$6.18; risk_reward=1.07; sku_bias=NO_COMPARABLE_EVENTS
193699,Mf 2000 Cal Vol Brow Sft Brown,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.16; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
19654,Tp Clove Oil 13Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.16; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
94871,Essano Vit C Bightening Pads,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$6.16; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
193199,May Falsies Lash Lift B Blk,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$6.15; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
199752,Rim Oh My Gloss Lipoil Bry Pnk,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$6.11; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
97508,Garn Hyal Sorbet Crm 100G,DO_NOT_BUY,NO_PRIOR_PROMO_EVIDENCE_BASELINE_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$6.11; risk_reward=1.22; sku_bias=NO_COMPARABLE_EVENTS
923605,Colg Mw Opt/Wh 500Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$6.10; risk_reward=0.69; sku_bias=NO_COMPARABLE_EVENTS
46905,May Ls Matte Ink Inspirer,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$6.09; risk_reward=1.38; sku_bias=NO_COMPARABLE_EVENTS
94765,Rim M/T Trbochrgd Glw Givn Glw,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$6.09; risk_reward=1.52; sku_bias=NO_COMPARABLE_EVENTS
46904,May Ls Matte Ink Artist,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$6.08; risk_reward=1.38; sku_bias=NO_COMPARABLE_EVENTS
34280,Rim Btw 2In1 Fill Blnd,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$6.07; risk_reward=1.22; sku_bias=NO_COMPARABLE_EVENTS
65835,No7 P&P Mask,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$6.06; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
54777,Moogoo Sunscreen Tint Spf40,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$6.05; risk_reward=1.01; sku_bias=NO_COMPARABLE_EVENTS
56483,Sun Bum Face Spf50+ Lot 88Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$6.00; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
812161,Scholl Pf Ball Ft Gel Cush 1Pr,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=27; capital_risk=$5.99; risk_reward=0.68; sku_bias=NO_COMPARABLE_EVENTS
54483,Mf Clr Elix Kiss Burnt Crml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.96; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
195432,Npmu Duck Plmp Apri-Caugh,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=62; capital_risk=$5.94; risk_reward=1.33; sku_bias=NO_COMPARABLE_EVENTS
36234,May Ss Matte Ink Ext Ruler,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.92; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
43907,Clairol Ni 5R Medium Auburn,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.90; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
94692,Rim K&F S/T Glow Gldn Bge,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$5.90; risk_reward=1.50; sku_bias=NO_COMPARABLE_EVENTS
25821,Demazin Cold + Flu Relief 48,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$5.88; risk_reward=1.23; sku_bias=NO_COMPARABLE_EVENTS
197166,Rim Wonder Bond Masc Black,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.87; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
36130,May Iar Eraser Dk Circ Caramel,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.87; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
69681,Nivea Aero Pearl&Beauty 250Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$5.87; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
504203,Elvive Exord Oil Rich 100Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=42; capital_risk=$5.84; risk_reward=0.86; sku_bias=NO_COMPARABLE_EVENTS
197167,Rim Wonder Bond Masc Blk Brwn,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.83; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
190010,Growth Bomb Booster Serum,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.82; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
195403,Npmu Vivid Mech Aquamarine,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$5.81; risk_reward=1.02; sku_bias=NO_COMPARABLE_EVENTS
93901,Lady Jayne One Brush Wonder,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.80; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
6826,Rim Fdn Matchperf 100 Ivory,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.79; risk_reward=1.47; sku_bias=NO_COMPARABLE_EVENTS
94570,May Tattoo Brow 36H Med Brown,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$5.76; risk_reward=1.40; sku_bias=NO_COMPARABLE_EVENTS
95608,Mf 2000Cal M/M Lip Stain Dring,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.76; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
195502,Rim Nail Bse Coat & Strngthnr,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$5.75; risk_reward=0.83; sku_bias=NO_COMPARABLE_EVENTS
57928,May Iar Eraser Dk Circ Sand,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.74; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
97991,Rim Lst Fnsh Ll Rose Mauve,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$5.74; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
97993,Rim Lst Fnsh Ll Warm Cocoa,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$5.74; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
93869,Mf 2000 Cal Lip Glaze Sft Kses,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.73; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
33264,Tom Org Regular Pads 10Pk,DO_NOT_BUY,NO_PRIOR_PROMO_EVIDENCE_BASELINE_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=25; capital_risk=$5.66; risk_reward=0.67; sku_bias=NO_COMPARABLE_EVENTS
73220,Dv Moisture Bright E/Crm 15Ml,DO_NOT_BUY,NO_PRIOR_PROMO_EVIDENCE_BASELINE_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.66; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
94073,Npmu Fat Cheek Blsh Fig Fizz,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$5.66; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
96544,Cetaphil Daily Adv U/H Lot 100,DO_NOT_BUY,NO_PRIOR_PROMO_EVIDENCE_BASELINE_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$5.64; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
15847,Npmu Lg Butter Ginger Snap,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$5.63; risk_reward=1.11; sku_bias=NO_COMPARABLE_EVENTS
190604,Gdy Semi-Perm S&S Exgirl Pink,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$5.62; risk_reward=1.15; sku_bias=NO_COMPARABLE_EVENTS
87605,Rim Thrlskr Glsygls Bry,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.61; risk_reward=1.45; sku_bias=NO_COMPARABLE_EVENTS
5811,Crema 6Dr Gldn Copper Drk Blnd,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$5.55; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
43838,Hask Biotin Bst 5In1 Spr 175Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$5.54; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
776343,B/M Lyp-Sine Tab 30,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$5.51; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
87606,Rim Thrlskr Glsygls Pink Bry,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.51; risk_reward=1.47; sku_bias=NO_COMPARABLE_EVENTS
12039,Rim Masc 100% Wp Black Black,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=47; capital_risk=$5.47; risk_reward=0.95; sku_bias=NO_COMPARABLE_EVENTS
12692,L/J Tanglepro Hairbrush,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.46; risk_reward=1.41; sku_bias=NO_COMPARABLE_EVENTS
94056,Npmu Lft Snat Brw Tint Espress,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=67; capital_risk=$5.46; risk_reward=1.51; sku_bias=NO_COMPARABLE_EVENTS
68463,E/Care Col P/Pro Shampoo 400Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=28; capital_risk=$5.45; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
193315,Rim Mega Mte Liq Lip Scar Flm,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.44; risk_reward=1.42; sku_bias=NO_COMPARABLE_EVENTS
394475,Revitanail Sens Strength 14Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.43; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
91595,Provoke Kib Col Care Cd 400Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=40; capital_risk=$5.43; risk_reward=0.84; sku_bias=NO_COMPARABLE_EVENTS
22313,Crema 6Nr Dark Blonde Copper,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$5.41; risk_reward=1.12; sku_bias=NO_COMPARABLE_EVENTS
974331,Rim Oh My Gloss 130 Purr Cat,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$5.41; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
17781,Nude Eye Pencil 05 Turq Bay,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.39; risk_reward=1.43; sku_bias=NO_COMPARABLE_EVENTS
5810,Crema 5D Light Golden Chestnut,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$5.39; risk_reward=1.13; sku_bias=NO_COMPARABLE_EVENTS
68451,E/Care Push Up V/L Spoo 400Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=29; capital_risk=$5.39; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
193194,May Ve Col Big Shot Wsh B Blk,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$5.37; risk_reward=1.38; sku_bias=NO_COMPARABLE_EVENTS
42845,Nude Defining Brow Penc Blonde,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$5.35; risk_reward=1.44; sku_bias=NO_COMPARABLE_EVENTS
495778,Clairol Rtu Perm 4 Dark Brown,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$5.35; risk_reward=1.11; sku_bias=NO_COMPARABLE_EVENTS
5827,Crema 5V Ultimate Burgundy,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$5.35; risk_reward=1.13; sku_bias=NO_COMPARABLE_EVENTS
5859,Crema 8Tr Cinnamon Blonde,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$5.33; risk_reward=1.14; sku_bias=NO_COMPARABLE_EVENTS
63582,Difflam Pl Anaes H/L Loz 32,DO_NOT_BUY,NO_PRIOR_PROMO_EVIDENCE_BASELINE_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NEVER_SOLD_IN_PROMO; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$5.29; risk_reward=1.17; sku_bias=NO_COMPARABLE_EVENTS
17913,Hask Argan Rep Shine Oil 59Ml,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$5.28; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
93981,May Es.Color Tattoo I Am Cozy,DO_NOT_BUY,NO_DEMAND,DO_NOT_BUY,0,1,1,Do not auto-order.,demand=NO_DEMAND; availability=FLOOR_PROTECTION_NEEDED; capital=CAPITAL_DRAG_LOW; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$5.27; risk_reward=1.46; sku_bias=NO_COMPARABLE_EVENTS
