sku_number,sku_description,operator_decision,operator_action,order_units,expected_promo_demand,projected_stock_gap_units,audit_notes
90015,Olay Super Serum Day 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$26.97; risk_reward=0.91; sku_bias=NO_COMPARABLE_EVENTS
195752,Ardell Seamless Wisp Extn Kit,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$26.86; risk_reward=0.80; sku_bias=NO_COMPARABLE_EVENTS
88083,Bwy For Face Sake Mask 100Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$26.82; risk_reward=1.16; sku_bias=NO_COMPARABLE_EVENTS
199901,Avene Vit Cg Rad Serum 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=ZERO_SOH_RISK; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$26.70; risk_reward=1.19; sku_bias=NO_COMPARABLE_EVENTS
198294,Neut Vis Repair Reg Crm 50G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$26.68; risk_reward=0.81; sku_bias=NO_COMPARABLE_EVENTS
40520,Moogoo Night Face Cream 75G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$25.97; risk_reward=0.57; sku_bias=NO_COMPARABLE_EVENTS
188519,Ardell Naked 424 Multipack,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=62; capital_risk=$25.87; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
610055,Bondi/S Application Mitt,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$25.65; risk_reward=0.13; sku_bias=NO_COMPARABLE_EVENTS
378879,Nicorette Quick Mist/Spry,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$25.56; risk_reward=1.10; sku_bias=NO_COMPARABLE_EVENTS
17082,Bondi/S Foam Ultra Dark 200Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$25.35; risk_reward=0.35; sku_bias=NO_COMPARABLE_EVENTS
94682,Rim K&F S/T Glow Rose Ivry,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$25.14; risk_reward=0.35; sku_bias=NO_COMPARABLE_EVENTS
94935,Nude Skn Radi Fnd W100 Gldn Iv,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$24.78; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
70983,No7 P&P Night Cream 50Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$24.69; risk_reward=0.74; sku_bias=NO_COMPARABLE_EVENTS
33087,Sm Manuka H&M Oil Hy Sp 385Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$24.61; risk_reward=0.38; sku_bias=NO_COMPARABLE_EVENTS
94938,Nude Skn Radi Fnd N200 Neut Be,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$24.56; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
94887,No7 That'S A Wrap Tubing Masc,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$24.07; risk_reward=0.66; sku_bias=NO_COMPARABLE_EVENTS
195266,May Falsies Surreal Meta Black,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$24.00; risk_reward=0.39; sku_bias=NO_COMPARABLE_EVENTS
88909,Illi Cuticle Nippers,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$23.99; risk_reward=0.30; sku_bias=NO_COMPARABLE_EVENTS
88082,Bwy Hydrating Cleanser 150Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=60; capital_risk=$23.94; risk_reward=0.62; sku_bias=NO_COMPARABLE_EVENTS
628826,Bioglan Red Krill 500Mg 120 Ca,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=60; capital_risk=$23.64; risk_reward=1.25; sku_bias=NO_COMPARABLE_EVENTS
297070,Dove Apd Clinic Frsh 45Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=51; capital_risk=$23.56; risk_reward=0.23; sku_bias=NO_COMPARABLE_EVENTS
192261,Moogoo Ultr Hydrt Face Crm 75G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$23.00; risk_reward=0.45; sku_bias=NO_COMPARABLE_EVENTS
30633,Bondi/S Aero 1 Hour Expr 225Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$22.81; risk_reward=0.40; sku_bias=NO_COMPARABLE_EVENTS
199955,Olay Vit C Snstive Serum 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$22.68; risk_reward=0.92; sku_bias=NO_COMPARABLE_EVENTS
196842,Herbs Of Gold Vit B1 100Mg 100,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$22.63; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
194801,Wild Cotton & Salt Kit,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$22.47; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
427501,Dr Lew Day Crm Moist 113G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$22.34; risk_reward=1.58; sku_bias=NO_COMPARABLE_EVENTS
199266,Tooletries The Body Scrubber 2,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=61; capital_risk=$22.31; risk_reward=0.64; sku_bias=NO_COMPARABLE_EVENTS
51409,Bondi/S Aero Liquid Gold 225Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$22.28; risk_reward=0.41; sku_bias=NO_COMPARABLE_EVENTS
195082,Avene Tolerance Ctl Cream 40Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$22.25; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
191947,Garn Peel Micellar Water 400Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$21.92; risk_reward=0.37; sku_bias=NO_COMPARABLE_EVENTS
194014,Csc Dly Clarifying Soln 100Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$21.91; risk_reward=0.73; sku_bias=NO_COMPARABLE_EVENTS
41983,Nude Crmy Mte Ls Rd Blsm,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=46; capital_risk=$21.85; risk_reward=0.47; sku_bias=NO_COMPARABLE_EVENTS
192186,Thayers S/Mshrm Milky Cleanser,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$21.68; risk_reward=0.61; sku_bias=NO_COMPARABLE_EVENTS
94696,Rim K&F S/T Blur Vanilla,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$21.66; risk_reward=0.41; sku_bias=NO_COMPARABLE_EVENTS
94889,No7 12 Hour Artist Pencil Nois,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$21.41; risk_reward=0.53; sku_bias=NO_COMPARABLE_EVENTS
194800,Wild Refill Coco & Vanilla 40G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=58; capital_risk=$21.22; risk_reward=0.22; sku_bias=NO_COMPARABLE_EVENTS
195754,Ardell Seamless Bond & Seal,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$20.95; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
20798,Garn Micellar Water 700Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$20.92; risk_reward=0.54; sku_bias=NO_COMPARABLE_EVENTS
32861,Neut H/B Gel Mask 30G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$20.84; risk_reward=0.17; sku_bias=NO_COMPARABLE_EVENTS
88110,Bubble F/S Gel Cleanser 125Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$20.60; risk_reward=0.70; sku_bias=NO_COMPARABLE_EVENTS
199263,Tooletries Face Scrubber Gentl,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$20.44; risk_reward=0.48; sku_bias=NO_COMPARABLE_EVENTS
38425,Moogoo Eczema Psor Mm Crm 120G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=61; capital_risk=$20.42; risk_reward=0.43; sku_bias=NO_COMPARABLE_EVENTS
90171,Npmu Epic Ink El Denim Dazzle,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$20.34; risk_reward=0.39; sku_bias=NO_COMPARABLE_EVENTS
198909,Ardell Seamless Naked Refill,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=64; capital_risk=$20.28; risk_reward=0.55; sku_bias=NO_COMPARABLE_EVENTS
194427,Ardell Naked Trios Kit,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$20.20; risk_reward=0.53; sku_bias=NO_COMPARABLE_EVENTS
194018,Csc Restoring Serum 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$20.18; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
188520,Duo Brush-On Lash Adhes Clr,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$19.96; risk_reward=0.26; sku_bias=NO_COMPARABLE_EVENTS
188848,Tbh Acne Anti-Bact Clns 125Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=68; capital_risk=$19.76; risk_reward=0.52; sku_bias=NO_COMPARABLE_EVENTS
38201,Bondi/S Foam Liquid Gold 200Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=61; capital_risk=$19.70; risk_reward=0.43; sku_bias=NO_COMPARABLE_EVENTS
29850,Dv Ehg Soap-Free 500Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$19.57; risk_reward=0.43; sku_bias=NO_COMPARABLE_EVENTS
57452,Weleda Skin Food Light 75Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$19.38; risk_reward=0.71; sku_bias=NO_COMPARABLE_EVENTS
193897,Nicorette Gum Fruit 4Mg 75,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$19.15; risk_reward=0.99; sku_bias=NO_COMPARABLE_EVENTS
192258,Moogoo Foaming Face Cleanser,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=59; capital_risk=$19.08; risk_reward=0.41; sku_bias=NO_COMPARABLE_EVENTS
191879,Cetaphil Daily F/Clns Pmp236Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=49; capital_risk=$18.96; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
13630,Vagisil P/Hydrate Int Gel 5G 6,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$18.93; risk_reward=0.54; sku_bias=NO_COMPARABLE_EVENTS
11494,Oral B 3D Wht W/Strp Lx 14 Trt,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=54; capital_risk=$18.85; risk_reward=1.09; sku_bias=NO_COMPARABLE_EVENTS
62471,Moogoo Full Cream Moist 500G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=57; capital_risk=$18.67; risk_reward=0.78; sku_bias=NO_COMPARABLE_EVENTS
194020,Csc Brightening Serum 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$18.60; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
194019,Csc Moisture+ Serum 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$18.56; risk_reward=1.06; sku_bias=NO_COMPARABLE_EVENTS
187645,Neut Ult Shr B/Mist Spf50 140G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=47; capital_risk=$18.55; risk_reward=0.47; sku_bias=NO_COMPARABLE_EVENTS
194021,Csc Pigment Perfect Serum 30Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=53; capital_risk=$18.50; risk_reward=1.08; sku_bias=NO_COMPARABLE_EVENTS
94678,Rim K&F S/T Glow Clsic Bge,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$18.46; risk_reward=0.48; sku_bias=NO_COMPARABLE_EVENTS
96499,May Cloud Mte 03 Divin Crimson,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$18.40; risk_reward=0.46; sku_bias=NO_COMPARABLE_EVENTS
96500,May Cloud Mte 04 Pink Daydream,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$18.40; risk_reward=0.46; sku_bias=NO_COMPARABLE_EVENTS
60840,Rim Lst Fin Ll Cappuccino 705,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=45; capital_risk=$18.39; risk_reward=0.26; sku_bias=NO_COMPARABLE_EVENTS
278076,Benadryl Pe Dy/Co/Na/C 200Mls2,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$18.20; risk_reward=0.56; sku_bias=NO_COMPARABLE_EVENTS
91151,Col Optic Wht Purp Serum 40Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$18.05; risk_reward=1.03; sku_bias=NO_COMPARABLE_EVENTS
94695,Rim K&F S/T Blur Clsic Bge,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=71; capital_risk=$18.00; risk_reward=0.49; sku_bias=NO_COMPARABLE_EVENTS
94937,Nude Skn Radi Fnd N115 Nat Ivy,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=66; capital_risk=$18.00; risk_reward=0.97; sku_bias=NO_COMPARABLE_EVENTS
13148,Nude Ess Starter Kit Med,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$17.97; risk_reward=1.36; sku_bias=NO_COMPARABLE_EVENTS
96467,May Lifter Conceal 25,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=47; capital_risk=$17.82; risk_reward=0.47; sku_bias=NO_COMPARABLE_EVENTS
197787,Slick Stick Flyaway Wand 10Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=56; capital_risk=$17.81; risk_reward=0.46; sku_bias=NO_COMPARABLE_EVENTS
186490,Avene Xeracalm Clns Oil 400Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=52; capital_risk=$17.78; risk_reward=1.05; sku_bias=NO_COMPARABLE_EVENTS
94691,Rim K&F S/T Glow Vanilla,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=60; capital_risk=$17.66; risk_reward=0.50; sku_bias=NO_COMPARABLE_EVENTS
591904,Neut N/F F/F Hand Crm 56G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=55; capital_risk=$17.63; risk_reward=0.22; sku_bias=NO_COMPARABLE_EVENTS
72014,No7 Pure Ret Eye Cream 15Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=50; capital_risk=$17.61; risk_reward=1.00; sku_bias=NO_COMPARABLE_EVENTS
427502,Dr Lew Adv Night Cream 56G,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=63; capital_risk=$17.60; risk_reward=1.37; sku_bias=NO_COMPARABLE_EVENTS
24553,Jojoba Australian Jojoba 85Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=48; capital_risk=$17.46; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
483796,Antip Joyful Hnd&Bdy Crm 120Ml,REDUCE_HOLDING,DO_NOT_BUY,0,1,0,demand=NO_DEMAND; availability=FLOOR_PROTECTED; capital=CAPITAL_DRAG_HIGH; raw_units=0; provisional_units=0; final_units=0; confidence_pct=65; capital_risk=$17.36; risk_reward=0.96; sku_bias=NO_COMPARABLE_EVENTS
