priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,model_promo_forecast_units,same_discount_promo_units,baseline_period_demand_units,selected_promo_period_demand_units,promo_units_expected_to_sell,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,action_tier,execution_ready_flag,execution_blocker,review_subtype,commercial_value_score,commercial_value_label,operator_priority_group,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes
2329,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,75419,Clairol Nne 6A Nat L/Ash Brn,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.286,0.286,0.286,0.286,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.286,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.286,2.959,2.959,3,0,0.041,2.0,0.327,2.673,50.0,0.286,0.01,8.39,27,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.7,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.3 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2346,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90520,Ogx Bond Pro Rep 1Min T/M Mask,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.2,0.2,0.2,0.2,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.2,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.2,1.971,1.971,2,0,0.029,2.0,0.229,1.771,50.0,0.2,0.0,12.61,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2337,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,67698,Rim Lst Fin L/L Red Diva,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.25,0.25,0.25,0.25,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.25,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.25,3.964,3.964,1,3,0.036,2.0,0.286,3.714,50.0,0.25,0.01,9.62,27,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2348,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,491500,Pref Loreal Mango Copper 74,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.167,0.167,0.167,0.167,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.167,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.167,1.976,1.976,2,0,0.024,2.0,0.191,1.809,40.0,0.167,0.0,19.34,28,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2353,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,369381,Tena For Men Level 3 8,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.111,0.111,0.111,0.111,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.111,2.0,0,1,1,0,0,0,0,0,1,1,1,0.0,0.0,0,0,1,2.111,0.984,0.984,1,0,0.016,2.0,0.127,0.873,40.0,0.111,0.0,8.87,27,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 1.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 1 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales first; end-stock replenishment remains for review.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2355,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,43901,Clairol Ni 5 Medium Brown,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.091,0.091,0.091,0.091,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.091,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.091,3.987,3.987,4,0,0.013,2.0,0.104,3.896,50.0,0.091,0.0,12.96,40,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.6,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 4.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2341,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,252726,Mf M/Up Miracle Touch Bl Beige,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.222,0.222,0.222,0.222,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.222,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.222,2.968,2.968,0,3,0.032,2.0,0.254,2.746,50.0,0.222,0.02,17.65,26,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.5,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.2 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2350,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,49268,Mf Mastrpce Masc Rich Black,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.143,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.143,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.143,2.98,2.98,3,0,0.02,2.0,0.163,2.837,50.0,0.143,0.01,13.18,30,LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.3,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2354,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,62978,Mf Ff Pwd Bronzer Warm Tan,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.1,0.1,0.1,0.1,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.1,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.1,1.986,1.986,2,0,0.014,2.0,0.114,1.886,50.0,0.1,0.01,12.57,26,VERY_LOW,90.0,VERY_HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.2,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 2.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
2351,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,75415,Clairol Nne 5 Medium Brown,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.143,0.143,0.143,0.143,MODERATE,NO,flat_model_placeholder_rejected,NO,NO,0.143,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.143,2.98,2.98,3,0,0.02,2.0,0.163,2.837,50.0,0.143,0.01,8.49,26,VERY_LOW,84.0,HIGH,DO_NOT_BUY_LOW_EVIDENCE,tier_5_do_not_buy,NO,,none,7.1,VERY_LOW,rejected_poor_seller,0,Promo demand selected by evidence weighting: flat_model_placeholder_rejected; Pre-promo demand = baseline daily rate x days until start,Projected day-one SOH before order 3.0; promo cover required 0.1 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Shadow commercial pack; promo cover prioritised over base stock,Low promo demand and/or poor evidence; no commercial order need,NO,risk_or_review_flag; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,
