sku_number,sku_description,model_promo_forecast_units,same_discount_promo_units,baseline_daily_rate_units,baseline_daily_source_days,baseline_period_demand_units,selected_promo_period_demand_units_before,selected_promo_period_demand_units_after,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag
730,Rim 60Sec N/P 703 Wht Hot Love,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96517,May Babylips Love Pink Lolita,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
193126,Npmu Ult Es Pal I Know Tha,0.0,1.529,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
198728,May Sst Lumi Matte Fnd 108,0.0,0.571,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
198735,May Sst Lumi Matte Fnd 140,0.0,0.8,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96475,May Face Lifter Fdn 102,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96484,May Face Lifter Fdn 123,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96487,May Face Lifter Fdn 325,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96486,May Face Lifter Fdn 220,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93992,May Face Lift Stix 55 Nu Int,0.0,0.454,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93995,May Face Lift Stix 75 Nu Int,0.0,0.454,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96605,Npmu Make Em Wndr Fdn Light,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
70394,Npmu Plumping Primer 01,0.0,3.176,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96615,Npmu Make Em Wndr Fdn Class Ta,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96624,Npmu Make Em Wndr Fdn Warm Ric,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96604,Npmu Make Em Wndr Fdn Fair Ivo,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
96614,Npmu Make Em Wndr Fdn Gold Lgh,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
39394,May Fitme Matte Pore Fdn Fporc,0.0,0.826,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
91068,Catr Hd Liquid Covrge Fndn 020,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91067,Catr Hd Liquid Covrge Fndn 010,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
196930,Rim Better Filters Light,0.0,0.529,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
36223,May Fitme M+P Fd Fair Ivory,0.0,0.381,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
39403,May Fitme Matte Pore Fdn Wnude,0.0,0.294,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93973,May Sunkisser Highlight 21 Int,0.0,0.273,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93967,May Sunkisser Original 05 As X,0.0,0.091,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
192940,May Vinyl Ink Nude Captivated,0.0,1.091,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93971,May Sunkisser Mate Ext 34 As X,0.0,0.273,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93974,May Sunkisser Highlight 22 Int,0.0,0.182,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93968,May Sunkiser Mat Ext 30 Pnk Mr,0.0,0.273,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
189239,May Ss Vinyl Ink Cheeky,0.0,3.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
70359,Npmu Bwm Sr N Calm Conc Golden,0.0,1.588,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
521195,May L/S Superstay Timeless Ros,0.0,0.591,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
55218,May Ss Matte Ink Pinks Savant,0.0,0.478,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
30537,May Ss Matte Ink Lover,0.0,1.261,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96469,May Lifter Conceal 45,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
46754,May Ls Matte Ink Grande Bre,0.0,1.087,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96473,May Lifter Conceal 85,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
57928,May Iar Eraser Dk Circ Sand,0.0,1.261,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
57612,May Iar Eraser Dk Circ Neutral,0.0,1.158,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96502,May Cloud Mte 07 Moonlit Rose,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
30540,May Ss Matte Ink Romantic,0.0,0.652,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94055,Npmu Lft Snat Brw Tint Brunett,0.0,0.286,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
90457,Rim M.T Brnzcntrsclpt Light,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93981,May Es.Color Tattoo I Am Cozy,0.0,0.182,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93982,May Es.Color Tat I Am Unapolog,0.0,0.182,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
192929,May Ct Eye Stix I Am Inspired,0.0,0.2,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
192931,May Ct Eye Stix I Am Corageous,0.0,0.55,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94696,Rim K&F S/T Blur Vanilla,0.0,0.111,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
91037,Catr The Dusty Mte Es Palette,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
94688,Rim K&F S/T Glow Tre Beige,0.0,0.125,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94685,Rim K&F S/T Glow Gldn Ivry,0.0,0.125,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
91874,Catr Shaper Con&Glow Stick 020,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90169,Npmu Epic Ink El Midnight Rise,0.0,0.125,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
66928,Npmu Lip Ling Xxl 14 Bust Ed,0.0,0.353,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
57933,May Lifter Gloss 005 Petal,0.0,1.632,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94005,May Lift Gloss 014 Heat As X,0.0,0.818,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
189513,Npmu Fat Oil My Main,0.0,2.471,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
189514,Npmu Fat Oil Missed Call,0.0,3.118,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
87610,Rim Thrlskr Glsygls Pnk Cndy,0.0,0.286,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93997,May Lift Glaze 004 Cherry Swir,0.0,0.273,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
192991,Rim Lasting Matte Ls 210,0.0,0.143,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94074,Npmu Fat Cheek Blsh Guava Gush,0.0,0.143,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
189519,Npmu Butter Lg Butterscotch,0.0,1.294,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
97132,Rim Thrl Skr Shmr Shk El Jngle,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
93978,May Tat Gel Pen 821 Stardust,0.0,0.091,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
653048,Rim Masc Lash Acce Endless Blk,0.0,0.421,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
193318,Rim Multi Tasker Con Clas Bge,0.0,0.125,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
91950,Catr Liq Brnzr 025,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
192363,Clairol Biu S/Perm Tone Opal,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91013,Catr Oil Cntrl Fixing Spray,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
87603,Rim Lasting Finish Ls Pump Pch,0.0,0.714,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
91903,Catr M&S Lip Blm 010,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91073,Catr Glm & Doll Sclpt&Vol Masc,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91051,Catr Big Bold 24H Lsh Eff Masc,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91901,Catr Liq Blsh 020,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91011,Catr Big Bold Dp Blk Vol Masc,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91056,Catr Glam&Doll Volume Masc 010,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91900,Catr Liq Blsh 030,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91029,Catr Super Glue Brow Gel 010,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
30162,Rim Scandaleyes Wp Liner Brown,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
67694,Rim Slv Oh My Gloss Sty My Rse,0.0,0.444,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
91941,Catr U/E Brghtnr 030,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91882,Catr Glsn Glw Tint Lip Oil 020,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90999,Catr More Than Glow Hl 020,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91063,Catr Lash Curler,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91953,Catr Glw Lip Oil 070,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91866,Catr Clr&Fix Brow Gel Masc 030,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91952,Catr Arblsh Matt 150,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
67699,Rim Lst Fin L/L Mve Spell,0.0,0.562,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
95886,Es Hydra Kiss Lip Tint 01,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92155,Es What The Fake Lashes 01,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
95879,Es Satin Glow Lum Shine Ls 02,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91864,Catr Cligrph 20H Mte Liner 010,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
95877,Es Satin Glow Lum Shine Ls 01,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
95888,Es Hydra Kiss Lip Tint 02,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92157,Es Brow Powder Duo Set 01,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91079,Catr Gel 2In1 Base & Top Coat,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91036,Catr Slmmtc Prcswp Brw Pen 060,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
92147,Es Baby Got Brnze Brnz Stk 40,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
95834,Es Camo+ Matte Concealer 180,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91855,Catr 20H Prcsn Gel Wp Eye Pen,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91015,Catr 20H Prcisn Wp Eye Pen 020,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91885,Catr Plumping Lip Liner 170,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
91025,Catr Kohl Kajal Waterproof 040,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
198704,May Lash Sensa Firework Wtp,0.0,1.263,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
26154,Neut H/B Cln Gelee Milk 145G,0.0,2.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
1229,May Fit Me Mte Pore Fdn Nt Bge,0.0,1.087,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93972,May Sunkisser Highlight 20 Int,0.0,0.182,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
63031,May Ssmi Spiced Ed Exhilarator,0.0,2.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195436,Npmu Duck Plmp Bubblegum B,0.0,0.647,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195435,Npmu Duck Plmp Pick Me Pin,0.0,0.882,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195439,Npmu Duck Plmp Cherry Spic,0.0,0.588,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195431,Npmu Duck Plmp Nude Swings,0.0,1.235,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195424,Npmu Fat Oil Slick Going Viral,0.0,2.294,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
90838,Palmer'S Coco Cream 250G,0.0,1.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
192994,Rim Lasting Matte Ls 900,0.0,0.267,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
974331,Rim Oh My Gloss 130 Purr Cat,0.0,0.636,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
34113,Rim Eyebrow Pencil D/Brown,0.0,0.688,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
21964,Es Coverstick 30 Matt Honey,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
806463,Olay T/Eff+ Normal Moist 50G,0.0,0.4,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
731188,Olay T/Eff+ Gntl Spf Moist 50G,0.0,0.905,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
190137,Essano Hydrate Sp 600Ml,0.0,0.6,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
67911,Neut Adv Acne Cleanser 150Ml,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
1226,May Fit Me Mte Pore Fdn Porc,0.0,0.478,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
521213,Rosehip By Essano 20Ml,0.0,1.667,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
310832,Dv Dn Moist Lotion 500Ml,0.0,1.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195432,Npmu Duck Plmp Apri-Caugh,0.0,0.647,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
32866,Palmers Body Str Mrk Oil 100Ml,0.0,1.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
645745,Olay Moist Sens Cream 100G,0.0,1.125,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
679208,Palmers Shea Butter Ltn 400Ml,0.0,1.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
192359,Clairol Blonde Kit Plat,0.0,0.6,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
95495,Rexona Wmn Deo Frsh Ctrs 230Ml,0.0,0.75,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
95494,Rexona Wmn Deo Wild Rose 230Ml,0.0,0.75,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
19966,Rim Xtra L/Lash Masc Xtrm Blck,0.0,1.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
93344,Nivea D/C Defend Aerosol 250Ml,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
52118,Rexona W Apd A/Inv Fresh 220Ml,0.0,1.454,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
52116,Rexona W Apd Adv Inv/P 220Ml,0.0,1.636,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
727,Rim 60Sec N/P 740 Clear,0.0,0.312,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
14083,Rim 60Sec N/P 340 Berries Crm,0.0,0.375,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
88301,Es Juicy Bomb Lipgloss 102,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
41206,Olay Whips Regnrst Fce Crm 50G,0.0,0.269,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94874,Essano Coll Cleans Oil 150Ml,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
196240,Mf Lipfinity Pearly Nude 001,0.0,0.273,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
15769,Npmu 3C Palette Light,0.0,1.235,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
90439,Rim Omg Lip Btr Treat 003,0.0,0.667,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
199751,Rim Oh My Gloss Lipoil Pnk Fls,0.0,0.786,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
195994,May Hyp Prec Liner 730 Jungle,0.0,0.546,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
18258,Rim Masc Scandaleyes Reloaded,0.0,0.308,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96154,Rim My Plump Lip Shaper Ll Hny,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
96153,Rim My Plump Lip Shaper Ll Cte,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
97058,Wafgi Sen S/Screen Spf50 400Ml,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
97120,Wafgi Zinc Light Spf50+ 50G,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
97059,Wafgi Groms S/Screen Spf50,0.0,0.0,1.0,56,7.0,7.0,7.0,MODERATE,NO,flat_model_placeholder_rejected,NO,NO
90447,Mf F.L Eff Rchrg Masc Blk,0.0,0.143,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94869,Essano Vit C Serum 30Ml,0.0,0.333,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
73217,Dv Ultralight D/Lot Spf50+50Ml,0.0,0.636,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
102282,Mf Lipfinity Spirtual,0.0,0.111,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
196932,Rim Better Filters Medium Deep,0.0,0.059,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
196931,Rim Better Filters Medium,0.0,0.176,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
95024,Essano Coll Retinol Oil 20Ml,0.0,0.333,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
521120,May L/S Superstay Perpet Plum,0.0,0.5,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
29850,Dv Ehg Soap-Free 500Ml,0.0,0.833,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94011,May Ss Teddy 115 Coffeedate,0.0,0.454,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
94872,Essano Coll Face Moist 100Ml,0.0,0.333,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
54487,Mf Clr Elix Kiss 80 Chilli,0.0,0.25,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
67686,Rim Wndr Ext Masc Very Blk,0.0,0.579,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
521310,May Fit Me Concealer Medium,0.0,2.087,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
90149,Npmu Duck Plump Ll Sienna,0.0,1.0,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
66788,Mf Ce Lip Liner Desert Sand,0.0,0.375,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
729841,Rim P/Powder Peach Glow,0.0,0.467,1.0,56,7.0,7.0,7.0,CONFLICTING,YES,same_discount_suppressed_by_credible_baseline,NO,NO
