sku_number,sku_description,model_promo_forecast_units,same_discount_promo_units,baseline_daily_rate_units,baseline_daily_source_days,baseline_period_demand_units,selected_promo_period_demand_units_before,selected_promo_period_demand_units_after,demand_evidence_strength,demand_conflict_flag,demand_selection_reason,best_seller_floor_applied_flag,best_seller_escalation_flag
167940,Lanolips Mlkshk Balm Strawb,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167941,Lanolips Mlkshk Balm Raspb,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167942,Lanolips Mlkshk Balm Caramel,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
198653,Gem Radiant Spf Serum 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
188804,Jojoba Enzyme Mask 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
192846,Bondi Magenta Tech Foam 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90450,Rim Wonder'Last Shadw Stk 009,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
199943,Hey Bud Repair Serum 25Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94492,Hey Bud Niacinamide Moist 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
193068,Mf Facefinity Fndn Bronze,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
43907,Clairol Ni 5R Medium Auburn,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90479,Rim Super Gel Nail Polish 100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90481,Rim Super Gel Nail Polish 104,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97203,Luna Bronze T/Eclps Mss 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97200,Luna Bronze Ngt Face Srm 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97194,Lunz Bronze Inst Brz Cr 130Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
24359,Jojoba Ultimate Serum 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167948,Real Tech Cloudtopia Blush Bru,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94695,Rim K&F S/T Blur Clsic Bge,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96612,Npmu Make Em Wndr Fdn Nat Beig,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97864,Hairif H24 Rt Con Blonde 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97865,Hairif H24 Rt Con Lt Brown 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97866,Hairif H24 Rt Con Brown 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97867,Hairif H24 Rt Con Dk Brown 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97868,Hairif H24 Rt Con Cl Brown 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97869,Hairif H24 Rt Con C D Brown 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97870,Hairif H24 Rt Con Black 75,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91904,Catr M&S Lip Blm 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94051,Npmu Lft Snatch Brw Tint Taupe,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91031,Catr Prfctr Prls Blur Prmr,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95865,Es Cream Eyeshadow 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97140,Mf Glw Frm Brnz & Ill Tnt Hzel,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97141,Mf Glw Frm Brnz & Ill Tnt Ambr,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97143,Mf Glw Frm Brnz & Ill Tnt Hney,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
193055,Mf Facefinity Fndn Porcelain,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90988,Catr Slmmtc Wp Brow Pen 040,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167110,Es Soft Baked Blush 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88380,Es Meta Glow Clr Chngng Ls,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95846,Es Aqua Jelly Clr Cnging Ls,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95842,Es Camo+ Matte Concealer 160,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97981,Rim 60 Seconds Ss Np Almst Apr,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
89770,Bb Instant Tan Cream 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167329,Av Cicalfate+ Lip Balm 12Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167335,Loreal R/Lift Glass Skin Mask,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
188806,Neut R/Wrink Pro+Eye Cream,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
908614,Esi Ne 41 Island Hopping,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96507,May Brow Shaper 05 Deep Brown,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97126,Wafgi Coco S/S Spf50+ 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94497,Hey Bud Daily Cleanser 300Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
198288,Neut D/C Invig Foam Scrub 150G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97133,Rim Thrl Skr Shmr Shk El Brnze,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95857,Es Lwl Tubing Length&Vol Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
388971,Nivea Men D/Cont S/Aero250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
194687,Es The Extreme Nail Hardener,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97122,Wafgi Coco S/S Spf50+ 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97125,Wafgi Sig S/S Spf50+ 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97121,Wafgi Zinc Med Spf50+ 50G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97124,Wafgi Sig S/S Spf50+ 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88445,Mf Masterpiece Brow Lami Light,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
71914,Es Lash Princess Curl&Vol Masc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90996,Catr Cligrph 24H Wp Liner 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97579,Bioderma Pd Sun Serum 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93861,Mf Mir Pure Serum Fndn Fair,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92515,Sundae Strwbry Daiquiri 265Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
198290,Neut D/C Brighting F/Clean150G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98015,Rim Mt Blsh Brsh Stk Crl Dst,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
197262,Pl Handheld Mirror Pink,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91010,Catr Shake Fix Glow Spray,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167083,Es Slky Blr Hydr Lngwear Conc,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
188027,Rim 60Sec N/P Beach Brze Plz,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96490,May Face Lifter Fdn 368,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96492,May Lifter Liner Crop Top 12,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96493,May Lifter Liner Maybe Its 13,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96494,May Chromadrip Silver 05,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96495,May Chromadrip Amethyst 10,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96496,May Chromadrip Taupe 15,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96497,May Chromadrip Quartz 30,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94170,Nivea D/Skin Cr Wash Gel 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94171,Nivea D/Skin Cr Scrub 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91074,Catr Sun Lvr Glw Brnz Pwdr 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96505,May Brow Shaper 02 Blonde,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96506,May Brow Shaper 03 Soft Brown,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91042,Catr Under Eye Brightener 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91060,Catr Matt Shne Cntrl Powdr 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91936,Catr Brsh Wp Liner,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95832,Es Camo+ Matte Concealer 20,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91004,Catr Plumping Lip Liner 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
91009,Catr Plumping Lip Liner 100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
193458,Embryolisse Rad Eye Stick 4.5G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94455,Daily Bouncy Illuminator Spf15,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
95850,Es Peptide Glsy Lip Trtmnt 03,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92133,Epzen Butter Up Hydra B/B 150M,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92134,Epzen T/Aid Hydra B/S 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96352,Ogx Bond Pro Multitasker 193M,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
193074,Mf Facefinity D-5 Free Conc 02,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90903,Cetaphil Hr Micellar 160Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88460,Mf Miracle Pure Brnzr L/M,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92175,Es Line N' Stain Lip Liner 01,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
195524,Mf Fcefnty Cmpct 001 Refill,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93868,Mf 2000 Cal Lip Glaze Silk Sht,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
66797,Mf Ce Lip Liner Deep Berry,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167333,Loreal R/Lift Glass Crm 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94173,Nivea D/Skin Micell Wtr 400Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88364,Es Jelly Grip Hydrating Primer,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
197585,Sundae Pssnfrt Foam 265Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97632,Dkny 24/7 Electric Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94494,Hey Bud Hyperpig Mask 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97322,Ogx Pro+Pep Serum Mist 193Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98023,Rim Thrl Skr Lip Ltx Deep Cap,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98135,Jf Vc Purple Cd 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98078,Jf Gb Lightening Spray 103Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98184,Mf 2000Cal Popart Chk Pnt Plse,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
43527,Dermaveen Oatmeal Cond 1Ltr,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98173,Mf 2000 Cal Mlw Blr Csh Chry,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98174,Mf 2000 Cal Mlw Blr Rasp Rsh,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98176,Mf 2000 Cal Mlw Blr Mochi Mve,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98177,Mf 2000 Cal Mlw Blr Brwn Bter,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
195018,Garn Pa Char Clnsr 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
250236,J&J Wipes Triple Frsh Nor Skin,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98114,Jf Fe Dc Styling Spray 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98130,Jf Pf+ Thickening Spray 150Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98132,Jf Fe Repair Serum 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97311,Ogx Pro+Pep Scalp Serum 10Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98081,Jf Radiant Red Boost Cd 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98080,Jf Radiant Red Boost Sp 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98109,Jf Vc Purple Sp 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98128,Jf Pf+ Thickening Sp 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
98129,Jf Pf+ Thickening Cd 250Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97320,Ogx Pro+Pep Conditioner 385Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167564,Catr Glam In Gold Dry Oil 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167549,Catrlzydy Allin1 Srm,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167568,Catr The Vit C Fresh Glw Srm,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167545,Catr Hyper Lash Masc 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167556,Catr Hyp Lash Wtrprof Masc 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167563,Catr Hyp Lash Masc 030,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167555,Catr Tub Stin Plc Vol Masc 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167533,Catr Aqa Splsh Grp Prime,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97161,Colgate Power Toothbrush Harry,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
195575,Jojoba Exfol Pha Tonic 125Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96462,Rabanne Fame In Love P/Elix 80,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94906,My Burberry Edp 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94909,My Burberry Black Edp 90Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
64088,Ego Dermcare Eczema Crm 350Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
90813,Hada Labo 3D Lifting Serum 30M,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94538,No7 Lip Oil Peach Glaze,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94658,Cetaphil Bhr Face N/Crm 50G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97199,Lunabronze Gl/Moist Med 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
92141,Es Lsh Prncs Flse Eff Masc B/B,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
51769,Cake Smth Move Moist Mask 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167557,Catr Undr Eye Brightliq 010,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167537,Catrendls Mteliq Ls 030,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167539,Catrendls Mteliq Ls 050,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167541,Catrendls Mteliq Ls 060,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167543,Catrendls Mteliq Ls 080,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167559,Catr Undr Eye Brightliq 020,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
167561,Catr Undr Eye Brightliq 030,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
197263,Pl Mascara Sheild,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
187639,Versace Pour Homme Edt 200Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
65469,Q+A Charcoal Face Mask 50G,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
94107,Hb Bottled Bold Citrus P100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
62311,Mj Daisy Love Edt 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
199080,Dkny 24/7 Edp 30Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96463,Rabanne Phan In Red P/Elix 100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
522287,Fframe Tint & Grow,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
96461,Rabanne Olympea Abs Parf 80,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
97539,Narciso Pure Musc Blanc Pi100,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
191366,Versace Eros Edt 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
191367,Versace Dylan Blue Ph Edt 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
93866,Mf 2000 Cal Lip Glaze Choc Glw,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
186362,Q+A Hyaluronic Acid Moist 75Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
72664,Ego Qv Dermcare Eczma Wash 1Kg,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
626724,Ego Qv Skin Lotion 500Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88446,Mf Masterpiece Brow Lami Dark,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88447,Mf Masterpiece Brow Lami Med,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
190016,Versace Eros Flame Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
88067,Versace Dylan/T Edt 50Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
194086,Ariana Mod Blush Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
5192,Ariana Grande Ari Edp 100Ml,0.0,0.0,0.0,56,0.0,0.0,0.0,WEAK,NO,no_credible_promo_demand_evidence,NO,NO
