field_name,source_file,row_count_present,min,mean,median,p75,p90,p99,max,zero_count,suspected_unit_basis,safe_for_pre_promo_demand_yes_no,safe_for_promo_period_demand_yes_no,notes
feature_end_of_promo_target_units,feature_inspection,3531,1.0,1.8060039648824695,2.0,2.0,2.0,2.0,2.0,0,promo_period,NO,NO,
feature_end_of_promo_target_regime,feature_inspection,0,,,,,,,,0,promo_period,NO,NO,
feature_high_underlying_demand_flag,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_high_base_demand_end_cover_flag,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_no_promo_history_flag,feature_inspection,3531,0.0,0.19399603511753044,0.0,0.0,1.0,1.0,1.0,2846,promo_period,NO,NO,
feature_target_units_above_current_logic,feature_inspection,3531,1.0,1.8060039648824695,2.0,2.0,2.0,2.0,2.0,0,unknown,NO,NO,
feature_target_units_below_current_logic,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_non_promo_30d_avg_daily_units,feature_inspection,3531,0.0,0.0003569866893231196,0.0001533333333333,0.0004533333333333,0.0008933333333333,0.0029733333333333,0.0263466666666666,1285,promo_period,NO,NO,
feature_non_promo_56d_avg_daily_units,feature_inspection,3531,0.0,0.005354800339847069,0.0023,0.0068,0.0134,0.0446,0.3952,1285,promo_period,NO,NO,
feature_non_promo_84d_avg_daily_units,feature_inspection,3531,0.0,0.3761469666706721,0.0045,1.0,1.0,2.0,3.5,895,promo_period,NO,NO,
feature_non_promo_30d_std_daily_units,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_non_promo_56d_std_daily_units,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_non_promo_base_trend_30d_vs_56d,feature_inspection,3531,-0.9333333333333336,-0.5936750684414236,-0.9333333333333332,0.0,0.0,0.0,0.0,1285,promo_period,NO,NO,
feature_non_promo_base_trend_30d_vs_84d,feature_inspection,3531,-1.0,-0.7199213525180016,-0.9333333333333332,0.0,0.0,0.0,0.0,895,promo_period,NO,NO,
feature_non_promo_days_with_sales_ratio_30d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_non_promo_days_with_sales_ratio_56d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_non_promo_recent_acceleration_score,feature_inspection,3531,-0.9666411111111112,-0.6567982104797125,-0.9333333333333332,0.0,0.0,0.0,0.0,895,promo_period,NO,NO,
feature_non_promo_base_demand_growing_flag,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_non_promo_history_available_flag,feature_inspection,3531,0.0,0.8187482299631832,1.0,1.0,1.0,1.0,1.0,640,promo_period,NO,NO,
feature_non_promo_low_history_flag,feature_inspection,3531,0.0,0.8187482299631832,1.0,1.0,1.0,1.0,1.0,640,promo_period,NO,NO,
feature_non_promo_stable_history_flag,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_growth_curve_recent_slope_units_per_day,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,daily_rate,NO,NO,
feature_growth_curve_long_slope_units_per_day,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,daily_rate,NO,NO,
feature_same_discount_prior_units_avg,feature_inspection,2641,0.0,1.586770145991131,0.8181818181818182,1.6842105263157894,3.3333333333333335,14.599999999999909,73.0,363,unknown,NO,NO,
feature_same_discount_prior_units_median,feature_inspection,2641,0.0,1.2046573267701628,0.5,1.0,3.0,11.799999999999955,35.0,1215,unknown,NO,NO,
feature_same_discount_prior_units_std,feature_inspection,2443,0.0,1.3318652648973792,0.82915619758885,1.4885221370243875,2.6572964625340396,9.47612843392307,77.1621668954417,319,unknown,NO,NO,
feature_sales_interval_days_mean_56d,feature_inspection,3531,56.0,56.0,56.0,56.0,56.0,56.0,56.0,0,unknown,NO,NO,
feature_sales_interval_days_std_56d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_sales_interval_days_cv_56d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_days_with_sales_28d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_days_with_sales_56d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_average_units_per_selling_day_28d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_average_units_per_selling_day_56d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_intermittent_demand_flag,feature_inspection,3531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,unknown,NO,NO,
feature_sales_day_density_28d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_sales_day_density_56d,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_probability_poisson_expected_units,feature_inspection,1706,0.0,0.7874175908440426,0.5,1.0,1.8,4.333333333333333,8.0,268,unknown,NO,NO,
feature_probability_negative_binomial_expected_units,feature_inspection,1162,0.125,2.507550554005429,1.5333333333333334,2.7610294117647056,5.161764705882358,17.13727272727281,73.0,0,unknown,NO,NO,
feature_probability_bayesian_poisson_expected_units,feature_inspection,3531,4.7619047619047627e-08,1.4470154001009656,0.5555555555555556,1.5,3.000000333333333,13.575004999999988,113.0,0,unknown,NO,NO,
feature_probability_zero_inflated_expected_units,feature_inspection,448,0.2727272727272727,1.3111361560632144,1.1277173913043477,1.5,2.0,4.394485294117646,19.125,0,unknown,NO,NO,
feature_units_lift_effect_size,feature_inspection,2431,-179.00000000000065,-2.297052687485567,-1.6734087254861616,-1.2327653280461142,-0.8847019445772952,0.21307350649189002,1.5714285714285714,2,unknown,NO,NO,
feature_units_lift_p_value,feature_inspection,2431,0.0,0.03364616137615805,3.623575127195996e-07,0.00145285362544505,0.0617262423351409,0.7290530890482957,1.0,8,unknown,NO,NO,
feature_units_lift_sample_size,feature_inspection,3531,0.0,6.344378363069952,4.0,10.0,17.0,23.0,29.0,865,unknown,NO,NO,
feature_units_lift_confidence_interval_width,feature_inspection,2471,0.0,9.34093695672148,6.996058149388814,9.701505037879432,14.53011784797716,47.472053289532475,764.2938064127493,40,unknown,NO,NO,
feature_units_lift_stability_score,feature_inspection,3336,0.0,0.36029616379546825,0.4119797526592761,0.6130420805919922,0.690784473248246,0.7781161691521163,0.91973877106267,865,unknown,NO,NO,
feature_probability_expected_units_consensus,feature_inspection,3531,2.3809523809523813e-08,1.4470153788688898,0.5555555555555556,1.5,3.000000111111111,13.575004999999988,113.0,0,unknown,NO,NO,
feature_probability_demand_confidence_score,feature_inspection,3531,0.1018518333333518,0.599487633717718,0.7560977448165416,0.8149733176162173,0.8624802955154839,0.9009395553467695,0.9486500920437846,0,unknown,NO,NO,
feature_units_per_transaction_when_sku_present,feature_inspection,2928,0.0,1.0093189581292994,1.0,1.0,1.0955128205128206,1.4475324675324681,7.844827586206897,3,unknown,NO,NO,
feature_lost_sales_risk_score,feature_inspection,3177,0.0,0.0590372825869676,0.025,0.0928571428571428,0.16109631109631106,0.3928571428571428,0.9285714285714286,1539,unknown,NO,NO,
feature_stock_constrained_evidence_promo_count,feature_inspection,3531,0.0,12.32965165675446,12.0,19.0,23.0,30.0,34.0,354,promo_period,NO,NO,
feature_probability_units_given_multi_item_basket,feature_inspection,0,,,,,,,,0,unknown,NO,NO,
feature_probability_zero_units_given_low_traffic,feature_inspection,3224,0.0357142857142857,0.5279981414006306,0.5333333333333333,0.7,0.8271364317841083,0.9285714285714286,0.9629629629629628,0,unknown,NO,NO,
feature_basket_history_evidence_promo_count,feature_inspection,3531,0.0,12.875955819881053,13.0,19.0,24.0,30.699999999999818,34.0,306,promo_period,NO,NO,
feature_promo_anchor_absence_risk,feature_inspection,3531,0.0,0.01547964045881023,0.0071933588027678,0.022195233214543,0.0514694005039224,0.0750828460038986,0.075129827336233,603,promo_period,NO,NO,
feature_sparse_demand_low_signal_flag,feature_inspection,3531,0.0,0.25205324270744833,0.0,1.0,1.0,1.0,1.0,2641,unknown,NO,NO,
feature_sparse_demand_stable_low_trust_flag,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_sparse_demand_random_tail_flag,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_sparse_demand_repeatability_score,feature_inspection,3531,0.0,0.13891002314116324,0.2000520291363163,0.2023979591836734,0.2063888888888889,0.2155555555555555,0.2155555555555555,440,unknown,NO,NO,
feature_sparse_demand_randomness_score,feature_inspection,3531,0.4926388888888889,0.5165906177683866,0.4974837408949011,0.5551388888888888,0.56,0.56,0.56,0,unknown,NO,NO,
feature_sparse_demand_one_off_likelihood_score,feature_inspection,3531,0.7461111111111111,0.7652724942147091,0.749986992715921,0.7961111111111111,0.7999999999999999,0.7999999999999999,0.7999999999999999,0,unknown,NO,NO,
feature_sparse_demand_daily_stability_score,feature_inspection,3531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,unknown,NO,NO,
feature_sparse_demand_outlier_shape_score,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_sparse_demand_noise_regime_score,feature_inspection,3531,0.2463194444444444,0.33391128169642775,0.2487418704474505,0.5775694444444444,0.5800000000000001,0.5800000000000001,0.5800000000000001,0,unknown,NO,NO,
feature_sparse_demand_evidence_available_flag,feature_inspection,3531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,unknown,NO,NO,
feature_anchor_absence_suppressed_demand_score,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_basket_depth_conditional_units_score,feature_inspection,3531,0.0,0.08908501921409959,0.0555555555555555,0.125,0.25,0.3333333333333333,0.6666666666666666,606,unknown,NO,NO,
feature_local_equilibrium_gap_units,feature_inspection,3531,-706.8272,-5.859429453412631,-3.0,-1.9839,-0.9839,0.0,0.1722,87,unknown,NO,NO,
feature_promo_field_equilibrium_state,feature_inspection,3531,0.0,0.00821297082979326,0.0,0.0,0.0,0.0,1.0,3502,promo_period,NO,NO,
feature_inventory_constrained_demand_proxy,feature_inspection,3531,0.0,0.183456018125177,0.0,0.0,1.0,2.0,2.0,2924,unknown,NO,NO,
feature_high_demand_underprotection_score,feature_inspection,3531,0.0,0.0007277725702887523,0.0,0.0,0.0,0.0,0.745609633718013,3501,unknown,NO,NO,
feature_kalman_demand_state_level,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_kalman_demand_state_trend,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_kalman_demand_state_uncertainty,feature_inspection,3531,0.033076923076923,0.033076923076923,0.033076923076923,0.033076923076923,0.033076923076923,0.033076923076923,0.033076923076923,0,unknown,NO,NO,
feature_kalman_demand_state_shift_score,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_kalman_demand_state_review_only_flag,feature_inspection,3531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,unknown,NO,NO,
feature_expected_baseline_units_promo_window,feature_inspection,3531,0.0,0.6216617708091963,0.0021,0.0052266666666666,0.0219333333333333,7.0,24.5,895,promo_period,NO,NO,
feature_expected_baseline_units_first_7_days,feature_inspection,3531,0.0,0.6216617708091963,0.0021,0.0052266666666666,0.0219333333333333,7.0,24.5,895,unknown,NO,NO,
feature_expected_incremental_uplift_units_same_discount,feature_inspection,3531,0.0,0.0008528798176489627,0.0,0.0,0.0,0.001652666666666539,0.5881310144927536,3491,unknown,NO,NO,
feature_expected_incremental_uplift_units_first_7_days,feature_inspection,3531,0.0,0.0008528798176489627,0.0,0.0,0.0,0.001652666666666539,0.5881310144927536,3491,unknown,NO,NO,
feature_expected_total_units_from_baseline_plus_uplift,feature_inspection,3531,0.0,0.6225146506268455,0.0021,0.0052266666666666,0.0301,7.0,24.5,895,unknown,NO,NO,
feature_expected_total_units_first_7_days,feature_inspection,3531,0.0,0.6225146506268455,0.0021,0.0052266666666666,0.0301,7.0,24.5,895,unknown,NO,NO,
feature_uplift_share_of_total_expected_units,feature_inspection,3531,0.0,0.007542376877732725,0.0,0.0,0.0,0.1698381365969166,0.9946333333333331,3491,unknown,NO,NO,
feature_uplift_demand_support_flag,feature_inspection,3531,0.0,0.013877088643443784,0.0,0.0,0.0,1.0,1.0,3482,unknown,NO,NO,
feature_allocation_vs_probability_expected_units_ratio,feature_inspection,2846,0.0,5.987598977842094,3.0,7.199999999999999,20.0,20.0,20.0,40,unknown,NO,NO,
feature_allocated_units_minus_probability_expected_units,feature_inspection,2846,-112.0,2.4675535942424283,1.75,3.0,5.29923273657289,18.591666441666696,322.0,49,unknown,NO,NO,
feature_probability_expected_excess_units,feature_inspection,2846,0.0,2.7404502438802156,1.75,3.0,5.29923273657289,18.591666441666696,322.0,370,unknown,NO,NO,
feature_probability_expected_excess_units_pct,feature_inspection,2846,0.0,5.168288644101341,2.0000000000000004,6.2,20.0,20.0,20.0,370,unknown,NO,NO,
feature_probability_expected_sell_through_pct,feature_inspection,2806,6.1728395061728405e-09,0.3948522279688489,0.32807059195948085,0.5880514705882354,1.0,1.0,1.0,0,unknown,NO,NO,
feature_allocation_vs_uplift_supported_units_ratio,feature_inspection,2213,0.0,17.69792301556751,20.0,20.0,20.0,20.0,20.0,23,unknown,NO,NO,
feature_allocated_units_minus_uplift_supported_units,feature_inspection,2213,-20.0,3.8789494237221938,2.9947733333333333,4.992673333333333,7.994568,34.746184800000215,348.85514666666666,1,unknown,NO,NO,
feature_uplift_supported_excess_units,feature_inspection,2213,0.0,4.401523673074396,2.9947733333333333,4.992673333333333,7.994568,34.746184800000215,348.85514666666666,255,unknown,NO,NO,
feature_uplift_supported_excess_units_pct,feature_inspection,2213,0.0,17.65538437911305,20.0,20.0,20.0,20.0,20.0,255,unknown,NO,NO,
feature_allocation_vs_baseline_gap_units,feature_inspection,2846,-20.0,3.6216186202857816,2.9926733333333333,3.9989266666666663,6.995846666666667,29.974503666666664,348.85514666666666,18,unknown,NO,NO,
feature_allocation_vs_uplift_supported_gap_units,feature_inspection,2846,-0.0625271497584541,4.256144933718862,3.0,4.0,7.0,29.97147363333334,349.0,39,unknown,NO,NO,
feature_allocation_vs_supported_total_gap_units,feature_inspection,2213,-20.0,3.8789494237221938,2.9947733333333333,4.992673333333333,7.994568,34.746184800000215,348.85514666666666,1,unknown,NO,NO,
feature_base_soh_trust_floor_units,feature_inspection,3531,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0,unknown,NO,NO,
feature_projected_stock_gap_to_trust_floor_units,feature_inspection,3531,0.0,0.3216403285188332,0.0,0.288,1.1472,2.0,2.0,2252,unknown,NO,NO,
feature_units_needed_for_trust_floor,feature_inspection,3531,0.0,0.8582830829551545,0.0,1.0,2.0010733333333333,8.0,22.0,1995,unknown,NO,NO,
feature_units_needed_for_high_demand_cover,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,unknown,NO,NO,
feature_trust_floor_missed_demand_risk_score,feature_inspection,3531,0.0,0.08838314097968311,0.0,0.0726125663613558,0.3234703822993978,0.6875,0.9375,2252,unknown,NO,NO,
feature_expected_lost_units_below_trust_floor,feature_inspection,3531,0.0,0.012565511674428834,0.0,0.0,0.0,0.6875,1.875,3400,unknown,NO,NO,
feature_demand_pressure_vs_total_available_stock_ratio,feature_inspection,3531,0.0,0.2960120885523067,0.0006663513775708,0.0022891847699135,0.0184557438794726,7.0,20.0,895,unknown,NO,NO,
feature_units_above_trust_floor,feature_inspection,3531,0.0,1.341829963183234,0.5648,1.8528,3.8528,9.523519999999975,95.2832,1628,unknown,NO,NO,
feature_units_above_trust_target,feature_inspection,3531,0.0,1.3930512681632943,0.5616266666666667,1.851726666666667,3.851726666666667,9.50771866666664,95.27797333333332,1644,unknown,NO,NO,
feature_expected_residual_stock_units,feature_inspection,3531,0.0,2.787945589177166,2.0,3.7099,5.709899999999999,11.50771866666664,97.27797333333332,444,unknown,NO,NO,
feature_expected_leftover_above_trust_floor_units,feature_inspection,3531,0.0,1.2559580669927102,0.0,1.7099000000000002,3.7098999999999993,9.50771866666664,95.27797333333332,1795,unknown,NO,NO,
feature_expected_bill_cycle_capital_drag_dollars,feature_inspection,3531,0.0,10.601391735541355,0.0,10.866982533333335,27.218186600000003,100.50695932666655,1831.4206605333336,1795,unknown,NO,NO,
feature_expected_bill_cycle_capital_drag_ratio,feature_inspection,3415,0.0,0.22435264710057215,0.0468022222222222,0.427475,0.6323209523809523,1.0,1.0,1679,unknown,NO,NO,
feature_expected_gp_on_trust_floor_units,feature_inspection,3531,0.0,0.7432308830830127,0.0065729999999999,0.0214069333333333,0.150087,12.46,67.48,895,unknown,NO,NO,
feature_expected_gp_on_speculative_units,feature_inspection,3531,0.0,0.3649617672047578,0.0,0.0,0.0,9.551999999999898,73.84,3366,unknown,NO,NO,
feature_expected_gp_per_capital_committed,feature_inspection,3415,0.0,0.00010088303990318798,0.0,0.0,0.0,3.6092615314702245e-05,0.0789089132251313,3376,unknown,NO,NO,
feature_risk_adjusted_value_of_speculative_units,feature_inspection,3531,-1831.4206605333336,-11.58150306608039,-2.35,0.0,0.0,9.551999999999898,73.84,1480,unknown,NO,NO,
feature_pre_promo_cover_ratio,feature_inspection,3531,0.0,13.557530454670449,20.0,20.0,20.0,20.0,20.0,160,promo_period,NO,NO,
feature_capital_at_risk_per_expected_unit,feature_inspection,3531,0.0,10067.484340536015,3485.7142857142862,12279.503105590064,25978.991596638654,84079.16114173988,826497.8114969364,116,unknown,NO,NO,
feature_gross_profit_per_incremental_unit_expected,feature_inspection,3531,0.48,5.616417445482866,4.09,6.23,11.23,33.145999999999894,96.43,0,unknown,NO,NO,
feature_weak_promo_low_value_flag,feature_inspection,3415,0.0,0.36544655929721814,0.0,1.0,1.0,1.0,1.0,2167,promo_period,NO,NO,
feature_promotion_context_quality_state,feature_inspection,0,,,,,,,,0,promo_period,NO,NO,
feature_survival_late_promo_capture_proxy_score,feature_inspection,3531,0.0,0.02602449507769499,0.0108035714285714,0.0265178571428571,0.0919652232283484,0.15383983433100645,0.2526579580788136,790,promo_period,NO,NO,
feature_survival_full_promo_fulfillment_criticality_score,feature_inspection,3531,0.0,0.07217520332362704,0.0782738095238095,0.0897321428571428,0.1680059523809523,0.22644345238095206,0.500462962962963,548,promo_period,NO,NO,
feature_store_event_baseline_units,feature_inspection,3531,132.3546,132.35460000000003,132.3546,132.3546,132.3546,132.3546,132.3546,0,unknown,NO,NO,
feature_store_level_promo_load,feature_inspection,3531,3531.0,3531.0,3531.0,3531.0,3531.0,3531.0,3531.0,0,promo_period,NO,NO,
feature_local_promotional_field_density_score,feature_inspection,3531,56.87985279491122,58.12209591628202,58.130216949977296,58.137536592137835,58.137536592137835,58.137536592137835,58.137536592137835,0,promo_period,NO,NO,
feature_store_category_promo_density,feature_inspection,3531,0.0002553626149131,0.04609551935881486,0.0508171603677221,0.0709908069458631,0.0750766087844739,0.0822267620020429,0.0822267620020429,0,promo_period,NO,NO,
feature_supplier_promo_density,feature_inspection,3531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,promo_period,NO,NO,
feature_promotion_name_cohort_size,feature_inspection,3531,3531.0,3531.0,3531.0,3531.0,3531.0,3531.0,3531.0,0,promo_period,NO,NO,
feature_promo_type_cohort_size,feature_inspection,3531,3531.0,3531.0,3531.0,3531.0,3531.0,3531.0,3531.0,0,promo_period,NO,NO,
feature_demand_regime_instability_before_promo,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,period_total,NO,NO,
feature_realised_during_promo_instability,feature_inspection,3531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3531,promo_period,NO,NO,
feature_baseline_to_promo_transition_volatility,feature_inspection,3531,0.0,24.561903568669806,0.0,0.0,75.66726296958856,379.9555555555556,3427.5777777777776,2973,promo_period,NO,NO,
feature_composite_promo_instability,feature_inspection,3531,4.9999000020228834e-06,16.69292868291023,4.160139102564103,24.37776960203675,47.49147411904762,108.83048839808126,963.0659723031794,0,promo_period,NO,NO,
feature_short_long_demand_phase_alignment,feature_inspection,3531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,unknown,NO,NO,
feature_promo_window_alignment_score,feature_inspection,3531,0.0002596100048755,0.3990877736074973,0.0303735468969733,1.0,1.0,1.0,1.0,0,promo_period,NO,NO,
feature_demand_wave_alignment_score,feature_inspection,3531,0.0002916661265442,0.8443482839655447,1.0,1.0,1.0,1.0,1.0,0,unknown,NO,NO,
feature_promo_crowding_gravity,feature_inspection,3531,56.87985279491122,58.12209591628202,58.130216949977296,58.137536592137835,58.137536592137835,58.137536592137835,58.137536592137835,0,promo_period,NO,NO,
feature_stock_tie_up_vs_expected_sales,feature_inspection,3531,0.0,51.4019094541976,27.769265264783087,81.36046089632441,130.43478260869566,301.6196844156892,2542.513802669625,1314,unknown,NO,NO,
feature_margin_sacrifice_vs_expected_flow,feature_inspection,3531,0.0,4.995501913616645,0.2726999999999999,9.271799999999995,14.7045,32.7264,153.4545,1287,unknown,NO,NO,
feature_multi_sku_promo_basket_rate,feature_inspection,3531,0.0,0.0884984740128882,0.0555555555555555,0.125,0.25,0.3333333333333333,0.3333333333333333,603,promo_period,NO,NO,
feature_three_plus_promo_sku_basket_rate,feature_inspection,3531,0.0,0.0010885655611795992,0.0,0.0,0.0011363636363636,0.016428571428571216,0.1875,2887,promo_period,NO,NO,
feature_promo_basket_depth_alignment_score,feature_inspection,3531,0.0,0.8385320952391487,0.9112413330774012,0.9112413330774012,0.9299057673675027,0.9897806062932718,0.9983420264312092,2,promo_period,NO,NO,
promotion_header_key,feature_inspection,0,,,,,,,,0,promo_period,NO,NO,
