priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,recommendation_type,recommended_order_basis,raw_model_order_units,target_order_units_to_hit_day_one_soh,commercial_recommended_order_units,recommended_order_units,operator_review_order_low_units,operator_review_order_high_units,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,stock_target_conflict_flag,stock_target_conflict_reason,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,predicted_promo_period_sales_units,total_expected_demand_to_promo_end_units,target_stock_on_hand_at_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,pre_promo_demand_source,promo_period_demand_source,promo_period_demand_source_quality,promo_period_demand_fallback_flag,promo_period_demand_warning,baseline_daily_rate_units,baseline_daily_source_days,order_units_source,confidence_source,raw_model_order_units_calc,commercial_recommended_order_units_calc,target_order_units_to_hit_day_one_soh_calc,remaining_day_one_shortfall_units_calc,recommendation_type_calc,recommended_order_basis_calc,recommendation_constraint_reason,stock_target_conflict_flag_calc,raw_model_to_target_ratio,proposed_order_policy,raw_projected_start_stock_before_floor_units,projected_start_stock_floor_units_removed,projected_start_stock_floored_flag,target_end_used_floor_2_flag,formula_optimal_reconciles,data_quality_penalties,unsafe_raw_expected_units_before_promo_start,contradiction_pre_promo_dominates_promo
1844,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90432,Rim Wonder'Ink Liner Chestnut,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,10,45,10,10,10,45,35,35,0.222,0.222,1,target_stock_requires_more_than_model_order,45.429,0.5,10.5,2,0,1.5,0.429,1.929,45.0,10.071,50.0,0.429,7.74,26.28,64,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.5; target day-one SOH 45.4; target order requirement 45 units (current SOH 2, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 45 units; raw model order: 10 units; commercial recommended order: 10 units; operator review range 10-45. Commercial recommendation partially covers target; remaining shortfall 35 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.5,56,raw_model_order_units,model_confidence_percent,10,10,45,35,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.222,target_stock_review_range,0.5,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,84,True
1863,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,192118,Olay Hyaluron Cream 50G,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,10,45,10,10,10,45,35,35,0.222,0.222,1,target_stock_requires_more_than_model_order,45.423,0.5,10.5,2,0,1.5,0.423,1.923,45.0,10.077,50.0,0.423,18.1,115.57,67,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.5; target day-one SOH 45.4; target order requirement 45 units (current SOH 2, on-order 0, pre-promo demand 1.5)",Target order to hit day-one SOH: 45 units; raw model order: 10 units; commercial recommended order: 10 units; operator review range 10-45. Commercial recommendation partially covers target; remaining shortfall 35 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.5,56,raw_model_order_units,model_confidence_percent,10,10,45,35,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.222,target_stock_review_range,0.5,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,84,True
88,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,495891,Lrp Cicaplast Lips 7.5Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,43,0,0,0,43,43,43,0.0,0.0,1,target_stock_requires_more_than_model_order,44.047,0.81,0.81,2,0,1.19,8.333,9.523,35.714,-7.523,40.0,8.333,0.11,13.83,25,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.8; target day-one SOH 44.0; target order requirement 43 units (current SOH 2, on-order 0, pre-promo demand 1.2)",Target order to hit day-one SOH: 43 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-43. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.190471,56,raw_model_order_units,model_confidence_percent,0,0,43,43,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.81,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
980,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,16527,Loreal R/Lift Eye/Fl Tub 15Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,8,43,8,8,8,43,35,35,0.186,0.186,1,target_stock_requires_more_than_model_order,44.107,1.571,9.571,3,0,1.429,1.25,2.679,42.857,8.321,50.0,1.25,0.0,248.05,28,VERY_LOW,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.6; target day-one SOH 44.1; target order requirement 43 units (current SOH 3, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 43 units; raw model order: 8 units; commercial recommended order: 8 units; operator review range 8-43. Commercial recommendation partially covers target; remaining shortfall 35 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.428571,56,raw_model_order_units,model_confidence_percent,8,8,43,35,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.186,target_stock_review_range,1.571,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,80,False
75,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,32861,Neut H/B Gel Mask 30G,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,42,0,0,0,42,42,42,0.0,0.0,1,target_stock_requires_more_than_model_order,51.096,8.619,8.619,10,0,1.381,9.667,11.048,41.429,-1.048,40.0,9.667,0.02,28.9,24,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 8.6; target day-one SOH 51.1; target order requirement 42 units (current SOH 10, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 42 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-42. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.380957,56,raw_model_order_units,model_confidence_percent,0,0,42,42,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,8.619,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
78,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,11838,Avene Cicalfate Rest Skin Crm,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,42,0,0,0,42,42,42,0.0,0.0,1,target_stock_requires_more_than_model_order,48.232,6.696,6.696,8,0,1.304,9.125,10.429,39.107,-2.429,40.0,9.125,0.17,55.38,56,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 6.7; target day-one SOH 48.2; target order requirement 42 units (current SOH 8, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 42 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-42. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.303571,56,raw_model_order_units,model_confidence_percent,0,0,42,42,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,6.696,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
84,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94904,Lrp Hyalu Face Cream 50Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,42,0,0,0,42,42,42,0.0,0.0,1,target_stock_requires_more_than_model_order,47.571,5.714,5.714,7,0,1.286,9.0,10.286,38.571,-3.286,40.0,9.0,0.25,149.71,30,LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 5.7; target day-one SOH 47.6; target order requirement 42 units (current SOH 7, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 42 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-42. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.285714,56,raw_model_order_units,model_confidence_percent,0,0,42,42,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,5.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
85,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198637,Avene Fluid Spf 50+ 50Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,42,0,0,0,42,42,42,0.0,0.0,1,target_stock_requires_more_than_model_order,46.25,4.75,4.75,6,0,1.25,8.75,10.0,37.5,-4.0,40.0,8.75,0.05,31.0,56,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.8; target day-one SOH 46.2; target order requirement 42 units (current SOH 6, on-order 0, pre-promo demand 1.2)",Target order to hit day-one SOH: 42 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-42. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.25,56,raw_model_order_units,model_confidence_percent,0,0,42,42,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,4.75,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
1099,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,73263,Thayers Rose Petal Toner 355Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,8,42,8,8,8,42,34,34,0.19,0.19,1,target_stock_requires_more_than_model_order,43.857,1.571,9.571,3,0,1.429,1.0,2.429,42.857,8.571,50.0,1.0,0.0,70.08,28,VERY_LOW,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.6; target day-one SOH 43.9; target order requirement 42 units (current SOH 3, on-order 0, pre-promo demand 1.4)",Target order to hit day-one SOH: 42 units; raw model order: 8 units; commercial recommended order: 8 units; operator review range 8-42. Commercial recommendation partially covers target; remaining shortfall 34 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.428571,56,raw_model_order_units,model_confidence_percent,8,8,42,34,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.19,target_stock_review_range,1.571,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,80,False
79,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,46889,May Fs Set Spray 100 Lst Fx,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,41,0,0,0,41,41,41,0.0,0.0,1,target_stock_requires_more_than_model_order,47.571,6.714,6.714,8,0,1.286,9.0,10.286,38.571,-2.286,50.0,9.0,0.02,16.4,63,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 6.7; target day-one SOH 47.6; target order requirement 41 units (current SOH 8, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 41 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-41. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.285714,56,raw_model_order_units,model_confidence_percent,0,0,41,41,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,6.714,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
93,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,198880,Lrp Mela B3 Cleanser 200Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,41,0,0,0,41,41,41,0.0,0.0,1,target_stock_requires_more_than_model_order,42.286,0.857,0.857,2,0,1.143,8.0,9.143,34.286,-7.143,40.0,8.0,0.12,21.8,28,VERY_LOW,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.9; target day-one SOH 42.3; target order requirement 41 units (current SOH 2, on-order 0, pre-promo demand 1.1)",Target order to hit day-one SOH: 41 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-41. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.142857,56,raw_model_order_units,model_confidence_percent,0,0,41,41,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,0.857,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
92,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90933,Cetaphil Pro S&Rep Crm 226G,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,7,41,7,7,7,41,34,34,0.171,0.171,1,target_stock_requires_more_than_model_order,42.286,0.857,7.857,2,0,1.143,8.0,9.143,34.286,-0.143,40.0,0.0,0.0,85.25,44,LOW,49.0,LOW,REVIEW_STOCK_GAP,Promo-period demand uses baseline daily rate floor because model promo forecast was flat or missing; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.9; target day-one SOH 42.3; target order requirement 41 units (current SOH 2, on-order 0, pre-promo demand 1.1)",Target order to hit day-one SOH: 41 units; raw model order: 7 units; commercial recommended order: 7 units; operator review range 7-41. Commercial recommendation partially covers target; remaining shortfall 34 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; low_confidence_buy; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,baseline_daily_times_promotion_days_floor,LOW,YES,promo_demand_uses_baseline_daily_floor,1.142857,56,raw_model_order_units,model_confidence_percent,7,7,41,34,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.171,target_stock_review_range,0.857,0.0,NO,NO,YES,missing_same_discount_history; promo_demand_baseline_floor; promo_period_demand_fallback; low_promo_period_demand_quality; review_flag; audit_source_pre_promo_mismatch,64,False
87,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,390763,U By Kotex U/T Reg Wing 14,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,40,0,0,0,40,40,40,0.0,0.0,1,target_stock_requires_more_than_model_order,44.4,4.8,4.8,6,0,1.2,8.4,9.6,36.0,-3.6,30.0,8.4,0.01,13.64,27,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 4.8; target day-one SOH 44.4; target order requirement 40 units (current SOH 6, on-order 0, pre-promo demand 1.2)",Target order to hit day-one SOH: 40 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-40. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.2,56,raw_model_order_units,model_confidence_percent,0,0,40,40,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,4.8,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
1052,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,67700,Rim Lst Fin L/L Epic Brgnd,REVIEW,TARGET_STOCK_REVIEW_RANGE,raw_model_order,9,40,9,9,9,40,31,31,0.225,0.225,1,target_stock_requires_more_than_model_order,40.768,0.679,9.679,2,0,1.321,1.125,2.446,39.643,8.554,50.0,1.125,5.14,14.34,67,MEDIUM,68.0,MEDIUM,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 0.7; target day-one SOH 40.8; target order requirement 40 units (current SOH 2, on-order 0, pre-promo demand 1.3)",Target order to hit day-one SOH: 40 units; raw model order: 9 units; commercial recommended order: 9 units; operator review range 9-40. Commercial recommendation partially covers target; remaining shortfall 31 units.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; unsafe_pre_promo_source_rejected; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,lead_up_demand_units_over_days_to_promo_start,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.321429,56,raw_model_order_units,model_confidence_percent,9,9,40,31,TARGET_STOCK_REVIEW_RANGE,raw_model_order,target_stock_requires_more_than_model_order,1,0.225,target_stock_review_range,0.679,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag; audit_source_pre_promo_mismatch,74,False
94,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92853,Cerave Blem Control Clns 473Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,39,0,0,0,39,39,39,0.0,0.0,1,target_stock_requires_more_than_model_order,42.286,2.857,2.857,4,0,1.143,8.0,9.143,34.286,-5.143,40.0,8.0,0.03,39.18,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.9; target day-one SOH 42.3; target order requirement 39 units (current SOH 4, on-order 0, pre-promo demand 1.1)",Target order to hit day-one SOH: 39 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-39. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.142857,56,raw_model_order_units,model_confidence_percent,0,0,39,39,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.857,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
95,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,195446,Lrp Effaclar +M F/Clnsr 400Ml,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,39,0,0,0,39,39,39,0.0,0.0,1,target_stock_requires_more_than_model_order,42.286,2.857,2.857,4,0,1.143,8.0,9.143,34.286,-5.143,40.0,8.0,0.22,38.94,26,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 2.9; target day-one SOH 42.3; target order requirement 39 units (current SOH 4, on-order 0, pre-promo demand 1.1)",Target order to hit day-one SOH: 39 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-39. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.142857,56,raw_model_order_units,model_confidence_percent,0,0,39,39,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,2.857,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
97,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,188857,Bioderma A/Derm Shower Oil 1L,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,39,0,0,0,39,39,39,0.0,0.0,1,target_stock_requires_more_than_model_order,40.524,1.905,1.905,3,0,1.095,7.667,8.762,32.857,-5.762,40.0,7.667,0.02,15.18,58,MEDIUM,86.0,VERY_HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.9; target day-one SOH 40.5; target order requirement 39 units (current SOH 3, on-order 0, pre-promo demand 1.1)",Target order to hit day-one SOH: 39 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-39. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.095243,56,raw_model_order_units,model_confidence_percent,0,0,39,39,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.905,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback,0,False
98,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,186369,Neut H/B Ha Water Gel Rfl 50G,REVIEW,TARGET_STOCK_REVIEW_RANGE,none,0,39,0,0,0,39,39,39,0.0,0.0,1,target_stock_requires_more_than_model_order,40.524,1.905,1.905,3,0,1.095,7.667,8.762,32.857,-5.762,40.0,7.667,0.05,21.38,24,VERY_LOW,80.0,HIGH,REVIEW_STOCK_GAP,Promo-period demand uses same-discount historical average as evidence fallback; Pre-promo demand = baseline daily rate x days until start,"Projected day-one SOH before order 1.9; target day-one SOH 40.5; target order requirement 39 units (current SOH 3, on-order 0, pre-promo demand 1.1)",Target order to hit day-one SOH: 39 units; raw model order: 0 units; commercial recommended order: 0 units; operator review range 0-39. Target stock requires more units than the model order; buyer must review the gap before ordering.,Stock target conflict: model order far below target stock requirement,,YES,risk_or_review_flag; promo_period_demand_fallback; stock_target_conflict,SHADOW_NOT_PRODUCTION,NO,NO,,,,historical_units_same_discount_avg_over_promo_days,historical_units_same_discount_avg_fallback,MEDIUM,YES,promo_demand_uses_same_discount_history_fallback,1.095243,56,raw_model_order_units,model_confidence_percent,0,0,39,39,TARGET_STOCK_REVIEW_RANGE,none,target_stock_requires_more_than_model_order,1,0.0,target_stock_review_range,1.905,0.0,NO,NO,YES,promo_demand_historical_fallback; promo_period_demand_fallback; review_flag,0,False
