promotion_row_key,sku_number,sku_description,store_action,expected_promo_demand,uncapped_order_units,order_units,stock_basis_units,demand_reference_units,action_cap_applied_flag,action_cap_basis,action_cap_units_removed,action_cap_review_flag,realized_exceeds_action_cap_flag,manager_action_summary
772|185570|2026-03-26|2026-04-08|772-185570-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185570,Libra Liner Extra Protect 50,BUY,12.792612755120816,16,12,12.0,24.0002,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,4,1,0,BUY 12 units (demand 12.8) [CAP APPLIED]
772|185604|2026-03-26|2026-04-08|772-185604-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185604,Allertine 20Mg Tablet 30,BUY,3.1282051840957017,3,2,2.0,14.0,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,1,1,1,BUY 2 units (demand 3.1) [CAP APPLIED]
772|185605|2026-03-26|2026-04-08|772-185605-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185605,Allertine 20Mg Tablet 10,BUY,2.5709773786760857,3,2,2.0,14.0,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,1,1,0,BUY 2 units (demand 2.6) [CAP APPLIED]
772|185622|2026-03-26|2026-04-08|772-185622-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185622,Berocca Energy Berry Tab 30,BUY,7.700911376383516,10,10,10.0,20.000400000000003,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,BUY 10 units (demand 7.7)
772|185625|2026-03-26|2026-04-08|772-185625-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185625,Berocca Energy Mango Ef Tab 30,HOLD,2.244022618110233,0,0,6.0,0.0644,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,1,1,HOLD — stock covers demand 2.2
772|185651|2026-03-26|2026-04-08|772-185651-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,185651,Berocca Energy Orange Tab 30,HOLD,0.7096799501389486,0,0,5.0,0.0,0,,0,0,0,HOLD — stock covers demand 0.7
772|18571|2026-03-26|2026-04-08|772-18571-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,18571,L/J Pad Nylon Ball Bristle Lge,BUY,1.0508825694705852,3,3,2.0,0.0,0,,0,0,0,BUY 3 units (demand 1.1)
772|18581|2026-03-26|2026-04-08|772-18581-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,18581,Benefiber 500G,DO_NOT_BUY,0.0,1,0,1.0,0.0322,1,MIN_STOCK_BASIS_DEMAND_REFERENCE,1,1,0,DO NOT BUY [CAP APPLIED]
772|186374|2026-03-26|2026-04-08|772-186374-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,186374,Sukin Teen Cheeky Clnsr 125Ml,HOLD,0.2620963022531336,0,0,2.0,0.0644,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 0.3
772|186375|2026-03-26|2026-04-08|772-186375-20260326|Allocation Report - WK39&40 AUTUMN PART 3 MAJOR VITAMIN,186375,Sukin Teen Mighty Moist 125Ml,HOLD,0.2620963022531336,0,0,2.0,0.0322,0,MIN_STOCK_BASIS_DEMAND_REFERENCE,0,0,0,HOLD — stock covers demand 0.3
