sku_number,sku_description,promo_units_expected_to_sell,stock_needed_to_finish_with_target_cover,target_day_one_soh_units,promo_demand_share_of_target_day_one,target_end_stock_share_of_target_day_one,full_target_order_units,recommended_order_units,remaining_day_one_shortfall_units,classification
94479,Garn Vit C Clnsng Balm 100G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97805,Gm Hair Slick Balm 20G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
6480,Essano Coll Firming Serum 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96622,Npmu Make Em Wndr Fdn Capuccin,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
87605,Rim Thrlskr Glsygls Bry,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
192069,Q+A Vitamin C Body Cream 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97507,Garn Vit C Sorbet Crm 100G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97508,Garn Hyal Sorbet Crm 100G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97509,Garn Salicylic Sorbet Crm 85G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
15272,Sun Bum Face Stick Spf30 13G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
668046,Esi Ne Buy Me A Cameo,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96544,Cetaphil Daily Adv U/H Lot 100,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97770,Cake Fin Touch Pist 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97771,Cake Fin Touch Pnk Jasm 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97772,Cake Fin Touch Van Mac 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97773,Curl Fnd Smth Blw Magic 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94256,C/Beauty B-Gone Drops 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97767,Cake Care Taker Shp 295Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97768,Cake Care Taker Cnd 295Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
92926,Uj Body Lotion 500Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
87651,Illuminating Jojoba 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
190094,Pl Facial Roller,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88732,Daily Exfoliatior 100Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
193305,Rim Lastfin 35Hr Fndn Gld Crml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88315,Es Juicy Bomb Lipgloss 104,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97130,Rim Thrl Skr Shmr Shk El Blsh,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94512,Cetaphil I/Moisture Crm 100G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
190090,Pl Pointed Precision Tweezer,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
95858,Es Line N' Stain! Tattoo Ll 03,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97860,Hairif H24 Crl Cond 300Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97862,Hairif H24 Crl Shp 300Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97863,Hairif H24 Heat Prot 118Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97861,Hairif H24 Crl Def Crm 150Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
89561,Innisfree Bija Clns Foam 150Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
89563,Innisfree Vlc Clns Foam 150Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
93739,B/Lab Goody Drops Spf50+85Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
198651,Gem Hydrating Face Lotion 50Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
73220,Dv Moisture Bright E/Crm 15Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
90483,Rim Super Gel Nail Polish 105,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
94490,Ff Instant Exosome Lift 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
184833,Hey Bud Night Moisturiser 50G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97596,Boost Lab Hydrogel Eye Masks,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97498,Tbh Body Lotion 300Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97496,Tbh Body Wash 300Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96642,Npmu Wndr Pwd Banana Brat,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
197586,Sundae Berry Aha Foam 265Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
192005,Hey Bud Hydrating Mask 100G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94174,Nivea Cell Epigen Rej Srm 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97302,Coco&Eve Gradual Lotion 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97497,Tbh Body Milk 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
192186,Thayers S/Mshrm Milky Cleanser,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97575,Bioderma Perfect Glow 40Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97300,Coco&Eve Bronzing Face Md 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96625,Npmu Make Em Wndr Fdn Deep Ric,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96451,May Lift Ls Mte Avenue A 007,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96165,Innisfree Gt Cermde Crm 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96656,Npmu Fat Matte Lb Fzzy Flame,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96609,Npmu Make Em Wndr Fdn Class Iv,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96602,Npmu Make Em Wndr Fdn Fair Por,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96603,Npmu Make Em Wndr Fdn Cool Por,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96610,Npmu Make Em Wndr Fdn Lght San,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96511,May Sculp Stix 016 Black Blur,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96164,Innisfree Gt Cermde Mlk 160Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96632,Npmu Jelly Job Just Jelly,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96643,Npmu Wndr Pwd Cinnamon Catch,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97595,Boost Lab Exfoliating Toner,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97573,Bioderma Sebium Gel Msnt 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88303,Es Baby Got Bronze Brnz Stk 10,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96448,May Lift Ls Mte Wild Card 004,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97987,Rim Lst Fnsh Lipstick Knda Cte,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88781,Conserving Beauty Zit Strips 6,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91458,Hf H24 Smooth Fix Stick 10Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91462,Hf H24 Smth S&R Wax Stick 40G,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97856,Hairif H24 Dryw Shp 118Ml Snt,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97857,Hairif H24 Dryw Shp 118Ml Trp,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97858,Hairif H24 Dryw Shp 118Ml Coc,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
97859,Hairif H24 Dryw Shp 118Ml Sky,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
167940,Lanolips Mlkshk Balm Strawb,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
167941,Lanolips Mlkshk Balm Raspb,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
167942,Lanolips Mlkshk Balm Caramel,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
198653,Gem Radiant Spf Serum 30Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
188804,Jojoba Enzyme Mask 50Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
192846,Bondi Magenta Tech Foam 200Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
90450,Rim Wonder'Last Shadw Stk 009,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
199943,Hey Bud Repair Serum 25Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94492,Hey Bud Niacinamide Moist 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
193068,Mf Facefinity Fndn Bronze,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
43907,Clairol Ni 5R Medium Auburn,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
90479,Rim Super Gel Nail Polish 100,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
90481,Rim Super Gel Nail Polish 104,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97203,Luna Bronze T/Eclps Mss 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97200,Luna Bronze Ngt Face Srm 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97194,Lunz Bronze Inst Brz Cr 130Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
24359,Jojoba Ultimate Serum 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167948,Real Tech Cloudtopia Blush Bru,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94695,Rim K&F S/T Blur Clsic Bge,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96612,Npmu Make Em Wndr Fdn Nat Beig,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97864,Hairif H24 Rt Con Blonde 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97865,Hairif H24 Rt Con Lt Brown 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97866,Hairif H24 Rt Con Brown 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97867,Hairif H24 Rt Con Dk Brown 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97868,Hairif H24 Rt Con Cl Brown 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97869,Hairif H24 Rt Con C D Brown 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97870,Hairif H24 Rt Con Black 75,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
91904,Catr M&S Lip Blm 020,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94051,Npmu Lft Snatch Brw Tint Taupe,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
91031,Catr Prfctr Prls Blur Prmr,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
95865,Es Cream Eyeshadow 01,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97140,Mf Glw Frm Brnz & Ill Tnt Hzel,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97141,Mf Glw Frm Brnz & Ill Tnt Ambr,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97143,Mf Glw Frm Brnz & Ill Tnt Hney,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
193055,Mf Facefinity Fndn Porcelain,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
90988,Catr Slmmtc Wp Brow Pen 040,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167110,Es Soft Baked Blush 10,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88380,Es Meta Glow Clr Chngng Ls,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
95846,Es Aqua Jelly Clr Cnging Ls,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
95842,Es Camo+ Matte Concealer 160,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97981,Rim 60 Seconds Ss Np Almst Apr,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
89770,Bb Instant Tan Cream 150Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
167329,Av Cicalfate+ Lip Balm 12Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
167335,Loreal R/Lift Glass Skin Mask,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
188806,Neut R/Wrink Pro+Eye Cream,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
908614,Esi Ne 41 Island Hopping,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
96507,May Brow Shaper 05 Deep Brown,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
97126,Wafgi Coco S/S Spf50+ 400Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94497,Hey Bud Daily Cleanser 300Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
198288,Neut D/C Invig Foam Scrub 150G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97133,Rim Thrl Skr Shmr Shk El Brnze,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
95857,Es Lwl Tubing Length&Vol Masc,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
388971,Nivea Men D/Cont S/Aero250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
194687,Es The Extreme Nail Hardener,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97122,Wafgi Coco S/S Spf50+ 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97125,Wafgi Sig S/S Spf50+ 400Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97121,Wafgi Zinc Med Spf50+ 50G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97124,Wafgi Sig S/S Spf50+ 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88445,Mf Masterpiece Brow Lami Light,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
71914,Es Lash Princess Curl&Vol Masc,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
90996,Catr Cligrph 24H Wp Liner 010,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97579,Bioderma Pd Sun Serum 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
93861,Mf Mir Pure Serum Fndn Fair,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
92515,Sundae Strwbry Daiquiri 265Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
198290,Neut D/C Brighting F/Clean150G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98015,Rim Mt Blsh Brsh Stk Crl Dst,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
197262,Pl Handheld Mirror Pink,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
91010,Catr Shake Fix Glow Spray,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167083,Es Slky Blr Hydr Lngwear Conc,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
188027,Rim 60Sec N/P Beach Brze Plz,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96490,May Face Lifter Fdn 368,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96492,May Lifter Liner Crop Top 12,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96493,May Lifter Liner Maybe Its 13,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96494,May Chromadrip Silver 05,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96495,May Chromadrip Amethyst 10,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96496,May Chromadrip Taupe 15,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96497,May Chromadrip Quartz 30,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
94170,Nivea D/Skin Cr Wash Gel 150Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
94171,Nivea D/Skin Cr Scrub 150Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91074,Catr Sun Lvr Glw Brnz Pwdr 010,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96505,May Brow Shaper 02 Blonde,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
96506,May Brow Shaper 03 Soft Brown,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91042,Catr Under Eye Brightener 010,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91060,Catr Matt Shne Cntrl Powdr 010,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91936,Catr Brsh Wp Liner,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
95832,Es Camo+ Matte Concealer 20,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91004,Catr Plumping Lip Liner 020,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
91009,Catr Plumping Lip Liner 100,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
193458,Embryolisse Rad Eye Stick 4.5G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94455,Daily Bouncy Illuminator Spf15,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
95850,Es Peptide Glsy Lip Trtmnt 03,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
92133,Epzen Butter Up Hydra B/B 150M,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
92134,Epzen T/Aid Hydra B/S 150Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96352,Ogx Bond Pro Multitasker 193M,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
193074,Mf Facefinity D-5 Free Conc 02,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
90903,Cetaphil Hr Micellar 160Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88460,Mf Miracle Pure Brnzr L/M,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
92175,Es Line N' Stain Lip Liner 01,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
195524,Mf Fcefnty Cmpct 001 Refill,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
93868,Mf 2000 Cal Lip Glaze Silk Sht,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
66797,Mf Ce Lip Liner Deep Berry,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167333,Loreal R/Lift Glass Crm 50Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
94173,Nivea D/Skin Micell Wtr 400Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
88364,Es Jelly Grip Hydrating Primer,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
197585,Sundae Pssnfrt Foam 265Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
97632,Dkny 24/7 Electric Edp 100Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94494,Hey Bud Hyperpig Mask 100Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97322,Ogx Pro+Pep Serum Mist 193Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98023,Rim Thrl Skr Lip Ltx Deep Cap,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98135,Jf Vc Purple Cd 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98078,Jf Gb Lightening Spray 103Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98184,Mf 2000Cal Popart Chk Pnt Plse,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
43527,Dermaveen Oatmeal Cond 1Ltr,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98173,Mf 2000 Cal Mlw Blr Csh Chry,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98174,Mf 2000 Cal Mlw Blr Rasp Rsh,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98176,Mf 2000 Cal Mlw Blr Mochi Mve,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98177,Mf 2000 Cal Mlw Blr Brwn Bter,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
195018,Garn Pa Char Clnsr 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
250236,J&J Wipes Triple Frsh Nor Skin,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98114,Jf Fe Dc Styling Spray 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98130,Jf Pf+ Thickening Spray 150Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98132,Jf Fe Repair Serum 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97311,Ogx Pro+Pep Scalp Serum 10Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98081,Jf Radiant Red Boost Cd 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98080,Jf Radiant Red Boost Sp 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98109,Jf Vc Purple Sp 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98128,Jf Pf+ Thickening Sp 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
98129,Jf Pf+ Thickening Cd 250Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97320,Ogx Pro+Pep Conditioner 385Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167564,Catr Glam In Gold Dry Oil 010,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167549,Catrlzydy Allin1 Srm,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167568,Catr The Vit C Fresh Glw Srm,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167545,Catr Hyper Lash Masc 010,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167556,Catr Hyp Lash Wtrprof Masc 010,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167563,Catr Hyp Lash Masc 030,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167555,Catr Tub Stin Plc Vol Masc 010,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167533,Catr Aqa Splsh Grp Prime,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97161,Colgate Power Toothbrush Harry,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
195575,Jojoba Exfol Pha Tonic 125Ml,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
96462,Rabanne Fame In Love P/Elix 80,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94906,My Burberry Edp 90Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94909,My Burberry Black Edp 90Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
64088,Ego Dermcare Eczema Crm 350Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
90813,Hada Labo 3D Lifting Serum 30M,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94538,No7 Lip Oil Peach Glaze,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
94658,Cetaphil Bhr Face N/Crm 50G,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97199,Lunabronze Gl/Moist Med 200Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
92141,Es Lsh Prncs Flse Eff Masc B/B,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
51769,Cake Smth Move Moist Mask 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167557,Catr Undr Eye Brightliq 010,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167537,Catrendls Mteliq Ls 030,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167539,Catrendls Mteliq Ls 050,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167541,Catrendls Mteliq Ls 060,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167543,Catrendls Mteliq Ls 080,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167559,Catr Undr Eye Brightliq 020,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
167561,Catr Undr Eye Brightliq 030,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
197263,Pl Mascara Sheild,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
187639,Versace Pour Homme Edt 200Ml,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
65469,Q+A Charcoal Face Mask 50G,0.0,2.0,2.0,0.0,1.0,2,0,2,covered_or_low
94107,Hb Bottled Bold Citrus P100,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
62311,Mj Daisy Love Edt 100Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
199080,Dkny 24/7 Edp 30Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
96463,Rabanne Phan In Red P/Elix 100,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
522287,Fframe Tint & Grow,0.0,2.0,2.0,0.0,1.0,1,0,1,covered_or_low
96461,Rabanne Olympea Abs Parf 80,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
97539,Narciso Pure Musc Blanc Pi100,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
191366,Versace Eros Edt 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
191367,Versace Dylan Blue Ph Edt 50Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
93866,Mf 2000 Cal Lip Glaze Choc Glw,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
186362,Q+A Hyaluronic Acid Moist 75Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
72664,Ego Qv Dermcare Eczma Wash 1Kg,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
626724,Ego Qv Skin Lotion 500Ml,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
88446,Mf Masterpiece Brow Lami Dark,0.0,2.0,2.0,0.0,1.0,0,0,0,covered_or_low
