sku_number,baseline_daily_rate_units,baseline_daily_source_days,baseline_7_day_units,historical_units_same_discount_avg,current_predicted_promo_period_sales_units,proposed_promo_period_sales_units,promo_demand_floor_reason
96484,1.0,56,7.0,0.25,0.0,0.25,
96486,1.0,56,7.0,0.25,0.0,0.25,
30162,1.0,56,7.0,0.25,0.0,0.25,
96154,1.0,56,7.0,0.25,0.0,0.25,
54487,1.0,56,7.0,0.25,0.0,0.25,
196233,0.035714,56,0.25,0.25,0.0,0.25,
90148,0.035714,56,0.25,0.25,0.0,0.25,
96479,0.035714,56,0.25,0.25,0.0,0.25,
94104,0.035714,56,0.25,0.25,0.0,0.25,
30163,0.035714,56,0.25,0.25,0.0,0.25,
13630,0.035714,56,0.25,0.25,0.0,0.25,
94691,0.035714,56,0.25,0.25,0.0,0.25,
916730,0.035714,56,0.25,0.25,0.0,0.25,
69245,0.035714,56,0.25,0.25,0.0,0.25,
96477,0.035714,56,0.25,0.25,0.0,0.25,
96456,0.035714,56,0.25,0.25,0.0,0.25,
197171,0.035714,56,0.25,0.25,0.0,0.25,
96476,0.035714,56,0.25,0.25,0.0,0.25,
94678,0.035714,56,0.25,0.25,0.0,0.25,
94682,0.035714,56,0.25,0.25,0.0,0.25,
96474,0.035714,56,0.25,0.25,0.0,0.25,
187274,0.035714,56,0.25,0.25,0.0,0.25,
34280,0.035714,56,0.25,0.25,0.0,0.25,
252767,0.035714,56,0.25,0.25,0.0,0.25,
94102,0.035714,56,0.25,0.25,0.0,0.25,
197588,0.035714,56,0.25,0.25,0.0,0.25,
14969,0.035714,56,0.25,0.25,0.0,0.25,
27928,0.035714,56,0.25,0.25,0.0,0.25,
195258,0.035714,56,0.25,0.25,0.0,0.25,
87648,0.035714,56,0.25,0.25,0.0,0.25,
196231,0.035714,56,0.25,0.25,0.0,0.25,
189683,0.035714,56,0.25,0.25,0.0,0.25,
193063,0.035714,56,0.25,0.25,0.0,0.25,
34281,0.035714,56,0.25,0.25,0.0,0.25,
192360,0.035714,56,0.25,0.25,0.0,0.25,
522252,0.035714,56,0.25,0.25,0.0,0.25,
368997,0.035714,56,0.25,0.25,0.0,0.25,
95493,0.035714,56,0.25,0.25,0.0,0.25,
65482,0.035714,56,0.25,0.25,0.0,0.25,
868396,0.035714,56,0.25,0.25,0.0,0.25,
196367,0.035714,56,0.25,0.25,0.0,0.25,
307432,0.035714,56,0.25,0.25,0.0,0.25,
196357,0.035714,56,0.25,0.25,0.0,0.25,
198226,0.035714,56,0.25,0.25,0.0,0.25,
74389,0.035714,56,0.25,0.25,0.0,0.25,
96472,0.035714,56,0.25,0.25,0.0,0.25,
195412,3.0,56,21.0,0.235,0.0,0.235,
70390,0.033614,56,0.235,0.235,0.0,0.235,
195443,1.0,56,7.0,0.231,0.0,0.231,
89060,0.032971,56,0.231,0.231,0.0,0.231,
90458,1.0,56,7.0,0.222,0.0,0.222,
195943,0.031743,56,0.222,0.222,0.0,0.222,
54384,0.031743,56,0.222,0.222,0.0,0.222,
94767,0.031743,56,0.222,0.222,0.0,0.222,
90433,0.031743,56,0.222,0.222,0.0,0.222,
94706,0.031743,56,0.222,0.222,0.0,0.222,
43537,0.031743,56,0.222,0.222,0.0,0.222,
94761,0.031743,56,0.222,0.222,0.0,0.222,
90482,0.031743,56,0.222,0.222,0.0,0.222,
94762,0.031743,56,0.222,0.222,0.0,0.222,
185417,0.031743,56,0.222,0.222,0.0,0.222,
668194,0.031743,56,0.222,0.222,0.0,0.222,
189584,0.031743,56,0.222,0.222,0.0,0.222,
71553,0.031743,56,0.222,0.222,0.0,0.222,
668731,0.031743,56,0.222,0.222,0.0,0.222,
193466,0.031743,56,0.222,0.222,0.0,0.222,
94712,0.031743,56,0.222,0.222,0.0,0.222,
71549,0.031743,56,0.222,0.222,0.0,0.222,
1230,0.031057,56,0.217,0.217,0.0,0.217,
24416,0.030614,56,0.214,0.214,0.0,0.214,
56518,0.030614,56,0.214,0.214,0.0,0.214,
94677,1.0,56,7.0,0.2,0.0,0.2,
192929,1.0,56,7.0,0.2,0.0,0.2,
194820,0.028571,56,0.2,0.2,0.0,0.2,
192133,0.028571,56,0.2,0.2,0.0,0.2,
192362,0.028571,56,0.2,0.2,0.0,0.2,
199953,0.028571,56,0.2,0.2,0.0,0.2,
198943,0.028571,56,0.2,0.2,0.0,0.2,
192848,0.028571,56,0.2,0.2,0.0,0.2,
87607,0.028571,56,0.2,0.2,0.0,0.2,
193064,0.028571,56,0.2,0.2,0.0,0.2,
52122,0.028571,56,0.2,0.2,0.0,0.2,
39545,0.028571,56,0.2,0.2,0.0,0.2,
52188,0.028571,56,0.2,0.2,0.0,0.2,
51926,0.028571,56,0.2,0.2,0.0,0.2,
24422,0.027214,56,0.19,0.19,0.0,0.19,
39402,0.027214,56,0.19,0.19,0.0,0.19,
27929,0.026786,56,0.188,0.188,0.0,0.188,
197169,0.026786,56,0.188,0.188,0.0,0.188,
186418,0.026786,56,0.188,0.188,0.0,0.188,
34430,0.026786,56,0.188,0.188,0.0,0.188,
67692,1.0,56,7.0,0.182,0.0,0.182,
93974,1.0,56,7.0,0.182,0.0,0.182,
93981,1.0,56,7.0,0.182,0.0,0.182,
93982,1.0,56,7.0,0.182,0.0,0.182,
93972,1.0,56,7.0,0.182,0.0,0.182,
34285,0.025971,56,0.182,0.182,0.0,0.182,
93970,0.025971,56,0.182,0.182,0.0,0.182,
93966,0.025971,56,0.182,0.182,0.0,0.182,
47658,0.025971,56,0.182,0.182,0.0,0.182,
93979,0.025971,56,0.182,0.182,0.0,0.182,
93975,0.025971,56,0.182,0.182,0.0,0.182,
193075,0.025971,56,0.182,0.182,0.0,0.182,
916749,0.025971,56,0.182,0.182,0.0,0.182,
44299,0.025971,56,0.182,0.182,0.0,0.182,
189687,0.025971,56,0.182,0.182,0.0,0.182,
196931,1.0,56,7.0,0.176,0.0,0.176,
669028,0.023814,56,0.167,0.167,0.0,0.167,
669085,0.023814,56,0.167,0.167,0.0,0.167,
90448,0.023814,56,0.167,0.167,0.0,0.167,
198524,0.023814,56,0.167,0.167,0.0,0.167,
50394,0.023814,56,0.167,0.167,0.0,0.167,
93867,0.023814,56,0.167,0.167,0.0,0.167,
195017,0.023814,56,0.167,0.167,0.0,0.167,
49794,1.0,56,7.0,0.154,0.0,0.154,
74131,0.021971,56,0.154,0.154,0.0,0.154,
66922,0.021971,56,0.154,0.154,0.0,0.154,
195987,0.021429,56,0.15,0.15,0.0,0.15,
192991,1.0,56,7.0,0.143,0.0,0.143,
94074,1.0,56,7.0,0.143,0.0,0.143,
90447,1.0,56,7.0,0.143,0.0,0.143,
188037,1.0,56,7.0,0.143,0.0,0.143,
188943,1.0,56,7.0,0.143,0.0,0.143,
94053,0.020414,56,0.143,0.143,0.0,0.143,
197170,0.020414,56,0.143,0.143,0.0,0.143,
90434,0.020414,56,0.143,0.143,0.0,0.143,
94077,0.020414,56,0.143,0.143,0.0,0.143,
94076,0.020414,56,0.143,0.143,0.0,0.143,
94072,0.020414,56,0.143,0.143,0.0,0.143,
54482,0.020414,56,0.143,0.143,0.0,0.143,
199754,0.020414,56,0.143,0.143,0.0,0.143,
88448,0.020414,56,0.143,0.143,0.0,0.143,
193060,0.020414,56,0.143,0.143,0.0,0.143,
195526,0.020414,56,0.143,0.143,0.0,0.143,
868744,0.020414,56,0.143,0.143,0.0,0.143,
57537,0.020414,56,0.143,0.143,0.0,0.143,
184616,0.020414,56,0.143,0.143,0.0,0.143,
192996,0.019043,56,0.133,0.133,0.0,0.133,
186457,0.018629,56,0.13,0.13,0.0,0.13,
193291,1.0,56,7.0,0.125,0.0,0.125,
94688,1.0,56,7.0,0.125,0.0,0.125,
94685,1.0,56,7.0,0.125,0.0,0.125,
90169,1.0,56,7.0,0.125,0.0,0.125,
193318,1.0,56,7.0,0.125,0.0,0.125,
195183,0.017857,56,0.125,0.125,0.0,0.125,
189583,0.017857,56,0.125,0.125,0.0,0.125,
90170,0.017857,56,0.125,0.125,0.0,0.125,
186401,0.017857,56,0.125,0.125,0.0,0.125,
67893,0.017857,56,0.125,0.125,0.0,0.125,
186400,0.017857,56,0.125,0.125,0.0,0.125,
199054,0.017857,56,0.125,0.125,0.0,0.125,
6826,0.017857,56,0.125,0.125,0.0,0.125,
198527,0.017857,56,0.125,0.125,0.0,0.125,
53927,0.017857,56,0.125,0.125,0.0,0.125,
198526,0.017857,56,0.125,0.125,0.0,0.125,
189595,0.017857,56,0.125,0.125,0.0,0.125,
193069,0.017857,56,0.125,0.125,0.0,0.125,
74395,0.017857,56,0.125,0.125,0.0,0.125,
88440,0.017857,56,0.125,0.125,0.0,0.125,
88056,0.017857,56,0.125,0.125,0.0,0.125,
74394,0.017857,56,0.125,0.125,0.0,0.125,
594997,0.017857,56,0.125,0.125,0.0,0.125,
50669,0.017857,56,0.125,0.125,0.0,0.125,
51584,0.017857,56,0.125,0.125,0.0,0.125,
196933,0.0168,56,0.118,0.118,0.0,0.118,
94696,1.0,56,7.0,0.111,0.0,0.111,
102282,1.0,56,7.0,0.111,0.0,0.111,
194133,1.0,56,7.0,0.111,0.0,0.111,
90480,0.015871,56,0.111,0.111,0.0,0.111,
94697,0.015871,56,0.111,0.111,0.0,0.111,
94777,0.015871,56,0.111,0.111,0.0,0.111,
94765,0.015871,56,0.111,0.111,0.0,0.111,
94702,0.015871,56,0.111,0.111,0.0,0.111,
668673,0.015871,56,0.111,0.111,0.0,0.111,
94575,0.015871,56,0.111,0.111,0.0,0.111,
909084,0.015871,56,0.111,0.111,0.0,0.111,
67691,0.015871,56,0.111,0.111,0.0,0.111,
90452,0.015871,56,0.111,0.111,0.0,0.111,
668608,0.015871,56,0.111,0.111,0.0,0.111,
94257,0.014286,56,0.1,0.1,0.0,0.1,
310840,0.014286,56,0.1,0.1,0.0,0.1,
193056,0.014286,56,0.1,0.1,0.0,0.1,
193067,0.014286,56,0.1,0.1,0.0,0.1,
198936,0.014286,56,0.1,0.1,0.0,0.1,
193002,0.014286,56,0.1,0.1,0.0,0.1,
189673,0.014286,56,0.1,0.1,0.0,0.1,
191384,0.014286,56,0.1,0.1,0.0,0.1,
189671,0.014286,56,0.1,0.1,0.0,0.1,
71519,0.014286,56,0.1,0.1,0.0,0.1,
62227,0.014286,56,0.1,0.1,0.0,0.1,
39397,0.0136,56,0.095,0.095,0.0,0.095,
93967,1.0,56,7.0,0.091,0.0,0.091,
93978,1.0,56,7.0,0.091,0.0,0.091,
193079,1.0,56,7.0,0.091,0.0,0.091,
195519,1.0,56,7.0,0.091,0.0,0.091,
46574,1.0,56,7.0,0.091,0.0,0.091,
93969,0.012986,56,0.091,0.091,0.0,0.091,
186417,0.012986,56,0.091,0.091,0.0,0.091,
195523,0.012986,56,0.091,0.091,0.0,0.091,
193701,0.012986,56,0.091,0.091,0.0,0.091,
197168,0.012986,56,0.091,0.091,0.0,0.091,
193073,0.012986,56,0.091,0.091,0.0,0.091,
198076,0.012986,56,0.091,0.091,0.0,0.091,
193062,0.012986,56,0.091,0.091,0.0,0.091,
54491,0.012986,56,0.091,0.091,0.0,0.091,
102640,0.012986,56,0.091,0.091,0.0,0.091,
191380,1.0,56,7.0,0.071,0.0,0.071,
35083,0.009529,56,0.067,0.067,0.0,0.067,
24424,0.009529,56,0.067,0.067,0.0,0.067,
198738,0.009529,56,0.067,0.067,0.0,0.067,
194489,0.008929,56,0.063,0.062,0.0,0.063,baseline_56_day_floor_applied
188023,0.008929,56,0.063,0.062,0.0,0.063,baseline_56_day_floor_applied
196932,1.0,56,7.0,0.059,0.0,0.059,
196928,0.0084,56,0.059,0.059,0.0,0.059,
189268,0.007514,56,0.053,0.053,0.0,0.053,
198708,0.007514,56,0.053,0.053,0.0,0.053,
24417,0.007514,56,0.053,0.053,0.0,0.053,
24418,0.0068,56,0.048,0.048,0.0,0.048,
196833,0.071429,56,0.5,0.5,0.0,0.5,
655791,0.071429,56,0.5,0.5,0.0,0.5,
189899,0.071429,56,0.5,0.5,0.0,0.5,
93913,0.071429,56,0.5,0.5,0.0,0.5,
196197,0.071429,56,0.5,0.5,0.0,0.5,
752,0.071429,56,0.5,0.5,0.0,0.5,
271551,0.071429,56,0.5,0.5,0.0,0.5,
61288,0.071429,56,0.5,0.5,0.0,0.5,
330663,0.071429,56,0.5,0.5,0.0,0.5,
94657,0.071429,56,0.5,0.5,0.0,0.5,
43529,0.071429,56,0.5,0.5,0.0,0.5,
43916,0.071429,56,0.5,0.5,0.0,0.5,
43531,0.071429,56,0.5,0.5,0.0,0.5,
43532,0.071429,56,0.5,0.5,0.0,0.5,
339358,0.071429,56,0.5,0.5,0.0,0.5,
38322,0.071429,56,0.5,0.5,0.0,0.5,
610798,0.071429,56,0.5,0.5,0.0,0.5,
196358,0.071429,56,0.5,0.5,0.0,0.5,
496316,0.071429,56,0.5,0.5,0.0,0.5,
45396,0.071429,56,0.5,0.5,0.0,0.5,
190147,0.071429,56,0.5,0.5,0.0,0.5,
95536,0.071429,56,0.5,0.5,0.0,0.5,
190148,0.071429,56,0.5,0.5,0.0,0.5,
60791,0.071429,56,0.5,0.5,0.0,0.5,
194015,0.071429,56,0.5,0.5,0.0,0.5,
198289,0.071429,56,0.5,0.5,0.0,0.5,
96464,0.071429,56,0.5,0.5,0.0,0.5,
188994,0.071429,56,0.5,0.5,0.0,0.5,
55990,0.063486,56,0.444,0.444,0.0,0.444,
406554,0.063486,56,0.444,0.444,0.0,0.444,
195944,0.063486,56,0.444,0.444,0.0,0.444,
43539,0.063486,56,0.444,0.444,0.0,0.444,
63078,0.061229,56,0.429,0.429,0.0,0.429,
199132,0.061229,56,0.429,0.429,0.0,0.429,
75420,0.061229,56,0.429,0.429,0.0,0.429,
75411,0.061229,56,0.429,0.429,0.0,0.429,
198225,0.059529,56,0.417,0.417,0.0,0.417,
549193,0.059529,56,0.417,0.417,0.0,0.417,
90518,0.057143,56,0.4,0.4,0.0,0.4,
73221,0.057143,56,0.4,0.4,0.0,0.4,
70704,0.057143,56,0.4,0.4,0.0,0.4,
90524,0.057143,56,0.4,0.4,0.0,0.4,
199328,0.057143,56,0.4,0.4,0.0,0.4,
307386,0.057143,56,0.4,0.4,0.0,0.4,
67894,0.053571,56,0.375,0.375,0.0,0.375,
50674,0.053571,56,0.375,0.375,0.0,0.375,
198227,0.053571,56,0.375,0.375,0.0,0.375,
309146,0.053571,56,0.375,0.375,0.0,0.375,
54488,0.051943,56,0.364,0.364,0.0,0.364,
195101,0.047614,56,0.333,0.333,0.0,0.333,
199952,0.047614,56,0.333,0.333,0.0,0.333,
199405,0.047614,56,0.333,0.333,0.0,0.333,
94868,0.047614,56,0.333,0.333,0.0,0.333,
192802,0.047614,56,0.333,0.333,0.0,0.333,
195603,0.047614,56,0.333,0.333,0.0,0.333,
667287,0.047614,56,0.333,0.333,0.0,0.333,
388815,0.047614,56,0.333,0.333,0.0,0.333,
17082,0.047614,56,0.333,0.333,0.0,0.333,
191685,0.047614,56,0.333,0.333,0.0,0.333,
198224,0.047614,56,0.333,0.333,0.0,0.333,
342505,0.047614,56,0.333,0.333,0.0,0.333,
43904,0.047614,56,0.333,0.333,0.0,0.333,
40520,0.047614,56,0.333,0.333,0.0,0.333,
192799,0.047614,56,0.333,0.333,0.0,0.333,
90846,0.047614,56,0.333,0.333,0.0,0.333,
69681,0.047614,56,0.333,0.333,0.0,0.333,
31560,0.043957,56,0.308,0.308,0.0,0.308,
185380,0.040814,56,0.286,0.286,0.0,0.286,
75419,0.040814,56,0.286,0.286,0.0,0.286,
65607,0.038957,56,0.273,0.273,0.0,0.273,
371939,0.035714,56,0.25,0.25,0.0,0.25,
192063,0.035714,56,0.25,0.25,0.0,0.25,
64539,0.035714,56,0.25,0.25,0.0,0.25,
96516,0.035714,56,0.25,0.25,0.0,0.25,
196232,0.035714,56,0.25,0.25,0.0,0.25,
95606,0.035714,56,0.25,0.25,0.0,0.25,
67698,0.035714,56,0.25,0.25,0.0,0.25,
388726,0.035714,56,0.25,0.25,0.0,0.25,
73871,0.031743,56,0.222,0.222,0.0,0.222,
51583,0.031743,56,0.222,0.222,0.0,0.222,
252726,0.031743,56,0.222,0.222,0.0,0.222,
28551,0.031743,56,0.222,0.222,0.0,0.222,
67963,0.028571,56,0.2,0.2,0.0,0.2,
90521,0.028571,56,0.2,0.2,0.0,0.2,
192247,0.028571,56,0.2,0.2,0.0,0.2,
90520,0.028571,56,0.2,0.2,0.0,0.2,
90463,0.023814,56,0.167,0.167,0.0,0.167,
491500,0.023814,56,0.167,0.167,0.0,0.167,
31559,0.021971,56,0.154,0.154,0.0,0.154,
49268,0.020414,56,0.143,0.143,0.0,0.143,
75415,0.020414,56,0.143,0.143,0.0,0.143,
74326,0.017857,56,0.125,0.125,0.0,0.125,
96257,0.017857,56,0.125,0.0,0.0,0.125,
369381,0.015871,56,0.111,0.111,0.0,0.111,
62978,0.014286,56,0.1,0.1,0.0,0.1,
43901,0.012986,56,0.091,0.091,0.0,0.091,
369373,0.012986,56,0.091,0.091,0.0,0.091,
