sku_number,promo_cover_order_units,base_stock_replenishment_units,full_target_order_units_after,raw_model_order_units,commercial_recommended_order_units_after,recommended_promo_cover_order_units,recommended_base_stock_order_units,remaining_promo_cover_gap_units,remaining_base_stock_gap_units,decision,commercial_recommended_order_units_before,full_target_order_units_before
193002,0,1,1,0,0,0,0,0,1,REVIEW,0,1
189673,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191384,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189671,0,1,1,0,0,0,0,0,1,REVIEW,0,1
71519,0,0,0,0,0,0,0,0,0,REVIEW,0,0
62227,0,1,1,0,0,0,0,0,1,REVIEW,0,1
39397,0,0,0,0,0,0,0,0,0,REVIEW,0,0
93967,0,27,27,7,7,0,7,0,20,REVIEW,7,27
93978,0,28,28,7,7,0,7,0,21,REVIEW,7,28
193079,0,30,30,6,6,0,6,0,24,REVIEW,6,30
195519,0,28,28,6,6,0,6,0,22,REVIEW,6,28
46574,0,29,29,6,6,0,6,0,23,REVIEW,6,29
93969,0,0,0,0,0,0,0,0,0,REVIEW,0,0
186417,0,0,0,0,0,0,0,0,0,REVIEW,0,0
195523,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193701,0,0,0,0,0,0,0,0,0,REVIEW,0,0
197168,0,0,0,0,0,0,0,0,0,REVIEW,0,0
193073,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198076,0,1,1,0,0,0,0,0,1,REVIEW,0,1
193062,0,0,0,0,0,0,0,0,0,REVIEW,0,0
54491,0,0,0,0,0,0,0,0,0,REVIEW,0,0
102640,0,0,0,0,0,0,0,0,0,REVIEW,0,0
191380,0,28,28,6,6,0,6,0,22,REVIEW,6,28
35083,0,0,0,0,0,0,0,0,0,REVIEW,0,0
24424,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198738,0,1,1,0,0,0,0,0,1,REVIEW,0,1
194489,0,0,0,0,0,0,0,0,0,REVIEW,0,0
188023,0,1,1,0,0,0,0,0,1,REVIEW,0,1
196932,0,30,30,7,7,0,7,0,23,REVIEW,7,30
196928,0,0,0,0,0,0,0,0,0,REVIEW,0,0
189268,0,0,0,0,0,0,0,0,0,REVIEW,0,0
198708,0,0,0,0,0,0,0,0,0,REVIEW,0,0
24417,0,1,1,0,0,0,0,0,1,REVIEW,0,1
24418,0,0,0,0,0,0,0,0,0,REVIEW,0,0
196833,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
655791,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
189899,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
93913,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
196197,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
752,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
271551,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
61288,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
330663,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94657,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
43529,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
43916,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
43531,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
43532,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
339358,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
38322,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
610798,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
196358,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
496316,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
45396,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
190147,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
95536,0,2,2,0,0,0,0,0,2,DO_NOT_BUY,0,2
190148,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
60791,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
194015,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198289,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96464,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
188994,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
55990,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
406554,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
195944,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
43539,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
63078,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199132,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
75420,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
75411,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
198225,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
549193,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90518,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
73221,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
70704,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90524,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199328,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
307386,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
67894,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
50674,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198227,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
309146,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
54488,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
195101,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199952,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199405,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94868,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192802,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
195603,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
667287,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
388815,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
17082,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
191685,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
198224,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
342505,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
43904,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
40520,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192799,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90846,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
69681,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
31560,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
185380,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
75419,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
65607,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
371939,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
192063,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
64539,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96516,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
196232,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95606,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
67698,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
388726,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
73871,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
51583,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
252726,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
28551,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
67963,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90521,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192247,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90520,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90463,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
491500,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
31559,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
49268,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
75415,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
74326,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
96257,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
369381,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
62978,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
43901,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
369373,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
94980,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92924,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199333,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
417513,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
69284,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
188803,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92928,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
24404,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94250,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92923,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92927,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92920,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94248,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92925,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97499,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97301,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94454,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97574,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
184831,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
184838,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94274,0,2,2,3,0,0,0,0,2,DO_NOT_BUY,0,2
94252,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
31676,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199944,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97543,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199330,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94692,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
197167,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
74064,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193174,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94498,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
184840,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90767,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
70363,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
191184,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
189252,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199945,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97131,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98025,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97997,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97998,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97999,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98000,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98035,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94773,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98011,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94687,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98001,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98009,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94101,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198652,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91966,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
91061,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
39269,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97546,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94251,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97544,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90983,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90987,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91069,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91459,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91938,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
186549,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193315,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96411,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92167,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92165,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91965,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192219,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90350,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94771,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94772,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90161,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94704,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
98106,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96478,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96485,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96488,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96489,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96491,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96616,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96619,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96620,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96623,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96626,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96627,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96629,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96631,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96675,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96677,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96678,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94778,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
307521,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193309,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97816,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97815,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91022,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167104,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167107,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167108,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94699,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167566,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167567,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167591,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
6828,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90428,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91946,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
802158,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167140,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
186403,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92168,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92171,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95873,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167077,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167078,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91035,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95844,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95838,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
40363,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
186283,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
198665,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
37039,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193314,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91963,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96652,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90991,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
31366,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97245,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94700,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90982,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192006,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96613,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96618,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96621,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96628,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96630,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96470,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96471,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96638,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96653,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96654,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96655,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96457,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90981,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96648,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96649,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96650,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96651,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96657,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94694,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
184836,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91918,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94679,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91041,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167094,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167088,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167089,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88731,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167113,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91909,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91968,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92930,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167125,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167126,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91875,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167090,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167118,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167123,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91012,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91917,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
168259,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
87486,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167120,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
36653,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167086,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167117,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167097,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167121,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91955,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167134,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91935,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91001,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90992,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91865,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91927,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90791,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167114,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95884,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97982,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91053,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95881,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
668319,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91879,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91943,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167144,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167150,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167153,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167156,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91899,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92152,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90993,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90994,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91932,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91890,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
91896,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167079,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167122,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167596,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
167103,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
189857,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
21963,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
199941,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
94493,0,0,0,1,0,0,0,0,0,DO_NOT_BUY,0,0
187272,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
92922,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
92921,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
94249,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
45536,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
667998,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
97545,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
90790,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97804,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94479,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97805,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
6480,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96622,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
87605,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
192069,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97507,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97508,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97509,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
15272,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
668046,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
96544,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97770,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97771,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97772,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97773,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94256,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97767,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97768,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
92926,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
87651,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
190094,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88732,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
193305,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
88315,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97130,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
94512,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
190090,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
95858,0,0,0,0,0,0,0,0,0,DO_NOT_BUY,0,0
97860,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97862,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97863,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
97861,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
89561,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
89563,0,2,2,2,0,0,0,0,2,DO_NOT_BUY,0,2
93739,0,1,1,0,0,0,0,0,1,DO_NOT_BUY,0,1
