priority_rank,store_number,promotion_name,promotion_start_date,promotion_end_date,promotion_days,prediction_date,days_until_promotion_start,sku_number,sku_description,decision,order_strategy,recommended_order_basis,promo_units_expected_to_sell,stock_needed_for_promo_sales,stock_needed_to_finish_with_target_cover,order_needed_to_cover_promo_sales,order_needed_to_reach_full_stock_target,full_target_order_units,recommended_promo_cover_order_units,recommended_base_stock_order_units,commercial_recommended_order_units,recommended_order_units,remaining_promo_sales_stock_gap,remaining_end_stock_gap,remaining_shortfall_after_commercial_recommendation_units,remaining_day_one_shortfall_units,commercial_coverage_ratio,recommendation_coverage_ratio,raw_model_order_units,operator_review_order_low_units,operator_review_order_high_units,target_day_one_soh_units,projected_day_one_soh_before_order_units,projected_day_one_soh_after_recommended_order_units,current_soh_units,on_order_units,estimated_demand_before_promo_start_units,target_stock_on_hand_at_promo_end_units,total_expected_demand_to_promo_end_units,projected_stock_on_hand_at_promo_end_units,discount_percent,avg_promo_demand_same_discount_units,expected_gp_dollars,capital_at_risk_dollars,confidence_score,confidence_label,data_quality_score,data_quality_label,decision_quality_label,stock_target_conflict_flag,reason_demand,reason_stock,reason_order,reason_risk,reason_rejection_or_hold,human_review_required,review_reason,model_status,production_ordering_approved,customer_report_release_approved,operator_decision,operator_recommended_units,operator_notes,promo_portion_visible,base_portion_visible,partial_or_full,gap_explained
2445,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96631,Npmu Make Em Wndr Fdn Rich Coc,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,6.55,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2446,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96675,Catr Soft Glam Filter 010,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,6.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2447,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96677,Catr Soft Glam Filter 098,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,6.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2448,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,96678,Catr Soft Glam Filter 040,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,6.34,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2449,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94778,Rim M/T Btr Than Fltrs Tan,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,6.2,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2450,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,307521,Dv Eh Shower & Bath Oil 500Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,40.0,0.0,0.0,5.95,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2451,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,193309,Rim Lastfin 35Hr Fndn Dp Olive,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,5.55,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2452,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,97816,Batiste Hint Blk Dry Shp 200Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,4.0,4.0,4,0,0.0,2.0,0.0,4.0,40.1,0.0,0.0,5.2,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 4.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2453,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,97815,Batiste Sens Dry Shp 200Ml,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,4.0,4.0,4,0,0.0,2.0,0.0,4.0,40.1,0.0,0.0,5.17,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 4.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2454,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91022,Catr Hydro Supercharged Serum,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,5.1,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2455,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167104,Es Slky Blr Hydr Lngwear Fnd 1,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,5.07,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2456,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167107,Es Slky Blr Hydr Lngwear Fnd 1,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,5.07,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2457,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167108,Es Slky Blr Hydr Lngwear Fnd 1,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,5.07,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2458,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,94699,Rim K&F S/T Blur Mocha,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,4.92,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2459,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167566,Catrstf Blr Mtre Set Pwd 030,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,4.88,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2460,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167567,Catrstf Blr Mtre Set Pwd 040,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,4.88,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2461,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167591,Catrstf Blr Mtre Set Pwd 060,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,4.88,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2462,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,6828,Rim Fdn Matchperf 103 True Ivo,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,4.73,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2463,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,90428,Rim Thrl Skr Glsy Gloss 700,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,4.51,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2464,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,91946,Catr Blsh M/Stk 050,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.1,3.81,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2465,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,802158,Esi Ne Spring Romper Room,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,3.8,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2466,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,167140,Es Gel Nail Polish 07,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,6.0,6.0,0,6,0.0,2.0,0.0,6.0,9.1,0.0,0.01,3.73,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 6.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2467,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,186403,Rim Lf S/Shimr 904 Pink Frostg,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,50.0,0.0,0.0,3.71,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2468,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92168,Es Foundation Stick 160,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,3.62,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2469,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,92171,Es Foundation Stick 210,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,3.62,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
2470,772,SE01 skincare sales event,2026-07-23,2026-07-29,7,2026-07-22,1,95873,Es Baby Got Glow Hl Stick 10,DO_NOT_BUY,DO_NOT_BUY,none,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,2.0,3.0,3.0,3,0,0.0,2.0,0.0,3.0,9.1,0.0,0.0,2.55,67,MEDIUM,34.0,LOW,DO_NOT_BUY_LOW_EVIDENCE,0,Promo-period demand evidence is missing or unsafe; Pre-promo demand is zero or negligible for remaining lead time,Projected day-one SOH before order 3.0; promo cover required 0.0 units; base-stock required 2.0 units; stock covers expected promo sales before order,Promo cover order gap 0 units; base-stock replenishment gap 0 units; raw model 0; commercial recommended promo 0 + base 0 = 0. Recommendation covers promo sales and end-stock target.,Unsafe or fallback promo demand source,Low promo demand and/or poor evidence; no commercial order need,NO,missing_baseline_daily; missing_sku_specific_30_day_cover_used_floor_2; promo_period_demand_fallback,SHADOW_NOT_PRODUCTION,NO,NO,,,,True,True,full,True
