sku_number,target_order_units_to_hit_day_one_soh,recommended_order_units,remaining_day_one_shortfall_units,recommendation_coverage_ratio,decision,proposed_decision,recommendation_type,reason_for_shortfall
199944,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97543,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
199330,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94692,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
197167,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
74064,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
193174,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94498,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
184840,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90767,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
70363,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
191184,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
189252,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
199945,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97131,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98025,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97997,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97998,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97999,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98000,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98035,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94773,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98011,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94687,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98001,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98009,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94101,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
39269,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97546,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94251,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97544,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90983,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90987,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91069,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91459,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91938,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
186549,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
193315,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96411,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92167,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92165,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91965,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
192219,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90350,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94771,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94772,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90161,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94704,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
98106,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96478,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96485,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96488,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96489,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96491,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96616,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96619,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96620,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96623,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96626,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96627,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96629,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96631,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96675,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96677,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96678,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94778,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
307521,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
193309,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97816,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97815,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91022,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167104,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167107,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167108,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94699,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167566,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167567,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167591,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
6828,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90428,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91946,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
802158,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167140,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
186403,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92168,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92171,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95873,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167077,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167078,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91035,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95844,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95838,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
40363,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
186283,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
198665,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
37039,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
193314,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91963,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96652,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90991,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
31366,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97245,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94700,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90982,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
192006,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96613,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96618,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96621,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96628,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96630,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96470,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96471,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96638,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96653,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96654,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96655,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96457,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90981,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96648,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96649,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96650,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96651,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96657,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94694,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
184836,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91918,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94679,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91041,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167094,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167088,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167089,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
88731,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167113,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91909,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91968,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92930,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167125,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167126,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91875,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167090,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167118,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167123,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91012,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91917,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
168259,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
87486,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167120,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
36653,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167086,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167117,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167097,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167121,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91955,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167134,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91935,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91001,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90992,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91865,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91927,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90791,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167114,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95884,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97982,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91053,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95881,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
668319,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91879,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91943,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167144,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167150,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167153,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167156,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91899,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92152,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90993,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90994,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91932,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91890,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91896,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167079,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167122,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167596,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167103,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
189857,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
21963,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97545,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90790,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97804,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94479,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97805,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
6480,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96622,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
87605,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
192069,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97507,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97508,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97509,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
15272,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
668046,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96544,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97770,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97771,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97772,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97773,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94256,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97767,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97768,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
92926,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
87651,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
190094,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
88732,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
193305,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
88315,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97130,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94512,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
190090,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95858,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94490,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
184833,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97596,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97498,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97496,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96642,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
197586,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
192005,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94174,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97302,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97497,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
192186,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97575,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97300,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96625,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96451,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96165,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96656,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96609,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96602,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96603,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96610,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96511,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96164,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96632,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96643,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97595,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97573,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
88303,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96448,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97987,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
199943,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94492,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
193068,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
43907,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90479,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
90481,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97203,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97200,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97194,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
24359,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
167948,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94695,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
96612,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97864,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97865,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97866,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97867,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97868,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97869,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
97870,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91904,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
94051,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
91031,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
95865,0,0,0,,DO_NOT_BUY,DO_NOT_BUY,DO_NOT_BUY,none_gap_closed
