sku_number,target_order_units_to_hit_day_one_soh,recommended_order_units,remaining_day_one_shortfall_units,recommendation_coverage_ratio,decision,proposed_decision,recommendation_type,reason_for_shortfall
36130,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
38582,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
34105,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
27983,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92951,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
191100,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195405,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
184854,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94062,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94073,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
39412,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
40164,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93996,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
196004,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
52121,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
46573,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199058,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192197,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
668814,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15220,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87608,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
32659,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
38584,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96458,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
96466,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96503,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96468,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90110,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
74329,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
22400,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67434,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
4306,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
62912,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90164,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193613,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193128,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
416917,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192924,6,0,6,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
888133,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55512,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
73205,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
35779,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189242,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
57937,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
388823,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36995,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65591,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
65843,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195241,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195043,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
196001,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195984,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
252668,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195406,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189240,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36116,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
36469,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
199739,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
638411,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
625,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
291252,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
95615,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
4662,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
259489,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
22225,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
307351,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
18260,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
46904,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
69751,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
68443,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90147,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55494,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
492817,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195441,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
194085,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191949,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
16525,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
419257,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94565,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
191947,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
893382,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
514063,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67987,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192093,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
190112,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198935,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65590,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
65586,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
44743,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
41320,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
587982,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93991,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93980,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
46905,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
769886,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
68527,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195046,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195430,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195266,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
483788,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
46772,5,0,5,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189245,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
483699,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89069,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89070,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
63386,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
13652,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198630,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198636,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
192126,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89076,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89074,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
48200,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
44001,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192620,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94576,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94669,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87463,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94629,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96635,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
30160,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195990,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
98003,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
98004,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
22226,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94477,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193612,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
296780,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94496,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
56032,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
56179,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92516,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
184853,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
88099,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
87747,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
91481,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
94495,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90171,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
94054,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
98033,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
98034,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92518,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92517,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
27192,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
195117,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92929,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96601,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96465,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96460,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15839,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94068,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55532,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
94905,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
69726,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
63080,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
96447,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96449,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
96459,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188847,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93986,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90068,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
69244,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94568,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
184834,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94456,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
44022,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94284,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
98002,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
374849,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
310735,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195134,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192009,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
27191,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
199853,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90438,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87557,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
90114,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93296,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
59865,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
609900,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
581747,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
89071,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94506,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89772,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
490763,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
345008,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
98022,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
97129,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67026,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
490755,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
62471,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67882,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67897,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
386421,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
269875,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191879,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
818895,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
16728,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
194039,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
51771,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189094,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
185198,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
781207,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
472581,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
91455,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92260,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
56387,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198561,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
90901,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198941,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
93918,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
90774,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
65560,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
67328,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
677469,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90464,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
88083,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90902,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
70978,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
194029,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198942,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
93926,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
93984,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87769,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
193405,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
30527,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87419,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
97990,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
490805,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90769,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
194089,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
372102,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199720,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
291245,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
43396,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
97988,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94475,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
668004,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
90773,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192860,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92435,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
92434,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
95023,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
769665,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
89752,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192124,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87431,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191889,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
59858,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195116,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189275,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199840,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
195090,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
188744,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
94648,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
10431,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198293,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
67891,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
55499,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90775,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
196550,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
58978,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
72663,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198291,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87469,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192168,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
90113,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
95477,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
198292,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199379,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199948,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
61295,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199738,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
188990,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
191174,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
189262,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
192923,1,0,1,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
299936,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
15826,0,0,0,,HOLD,HOLD,NO_ORDER_REQUIRED,none_gap_closed
47677,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
199051,2,0,2,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
679010,4,0,4,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
87600,3,0,3,0.0,HOLD,HOLD,NO_ORDER_REQUIRED,insufficient_demand_evidence
